Orthogroup	ncbi	nam
OG0006719	LOC103652915, LOC100147731	Zm00001eb169520
OG0006720	LOC109941360	Zm00001eb178760, Zm00001eb169730
OG0006721	LOC103652922	Zm00001eb169740, Zm00001eb330270
OG0006722	LOC103646939, LOC100382471	Zm00001eb169770
OG0006724	LOC100193759, LOC103643255	Zm00001eb170050
OG0006725	LOC109940255	Zm00001eb261370, Zm00001eb170120
OG0006726	LOC103654318	Zm00001eb196040, Zm00001eb170140
OG0006727	LOC100275059, LOC100276248	Zm00001eb170170
OG0006728	LOC103648015, LOC100281233	Zm00001eb170180
OG0006729	LOC103652952	Zm00001eb273990, Zm00001eb170460
OG0006731	LOC100383826, LOC100281883	Zm00001eb170920
OG0006732	LOC100285788	Zm00001eb388150, Zm00001eb171130
OG0006733	LOC103645654	Zm00001eb359700, Zm00001eb171250
OG0006735	LOC109940863, LOC100383921	Zm00001eb171740
OG0006736	LOC100284783	Zm00001eb171800, Zm00001eb230940
OG0006737	LOC100283757, LOC100381709	Zm00001eb172060
OG0006738	LOC103653051, LOC100382923	Zm00001eb172080
OG0006739	LOC100194112	Zm00001eb172130, Zm00001eb327250
OG0006740	LOC103653067	Zm00001eb172370, Zm00001eb422150
OG0006741	LOC100272856, LOC103653069	Zm00001eb172390
OG0006742	LOC100281091, LOC100192868	Zm00001eb172450
OG0006743	LOC103654853	Zm00001eb206350, Zm00001eb172720
OG0006744	LOC103653092	Zm00001eb172910, Zm00001eb379780
OG0006745	LOC111590267	Zm00001eb172960, Zm00001eb416650
OG0006746	LOC103653102	Zm00001eb425040, Zm00001eb172990
OG0006747	LOC100191983	Zm00001eb271980, Zm00001eb173440
OG0006748	LOC103653120	Zm00001eb173580, Zm00001eb261180
OG0006749	LOC109945705, LOC103655130	Zm00001eb173770
OG0006750	LOC103627825	Zm00001eb257110, Zm00001eb173780
OG0006751	LOC100381882	Zm00001eb174060, Zm00001eb260530
OG0006752	LOC100275767	Zm00001eb260540, Zm00001eb174070
OG0006753	LOC103653151, LOC103630394	Zm00001eb174130
OG0006754	LOC100217187, LOC103642493	Zm00001eb174710
OG0006755	LOC103653182	Zm00001eb174760, Zm00001eb233580
OG0006758	LOC103655274	Zm00001eb318920, Zm00001eb175740
OG0006759	LOC100274680, LOC100278251	Zm00001eb175960
OG0006760	LOC103653268	Zm00001eb306980, Zm00001eb176220
OG0006761	LOC103627251	Zm00001eb243080, Zm00001eb176290
OG0006762	LOC103653280, LOC100286158	Zm00001eb176400
OG0006764	LOC103642150, LOC100277076	Zm00001eb176820
OG0006765	LOC100191635	Zm00001eb400470, Zm00001eb176890
OG0006766	LOC103653537	Zm00001eb177140, Zm00001eb180620
OG0006767	HDA108	Zm00001eb413040, Zm00001eb177560
OG0006768	LOC109945741	Zm00001eb222530, Zm00001eb177680
OG0006769	LOC103626239	Zm00001eb223430, Zm00001eb177750
OG0006770	LOC100277089	Zm00001eb177850, Zm00001eb353150
OG0006771	LOC109943001	Zm00001eb177870, Zm00001eb413520
OG0006772	LOC100191895, LOC100382168	Zm00001eb178000
OG0006773	LOC100285526, LOC100285361	Zm00001eb178160
OG0006774	LOC103653439	Zm00001eb179060, Zm00001eb396150
OG0006776	LOC100280185	Zm00001eb179620, Zm00001eb362200
OG0006777	LOC103653485, LOC100502391	Zm00001eb179850
OG0006778	LOC103653492	Zm00001eb179950, Zm00001eb329810
OG0006779	LOC542112	Zm00001eb179970, Zm00001eb246410
OG0006781	LOC103631241	Zm00001eb180170, Zm00001eb274480
OG0006782	LOC103633080	Zm00001eb319430, Zm00001eb180240
OG0006783	LOC100285599	Zm00001eb321140, Zm00001eb180450
OG0006784	LOC103654658	Zm00001eb180460, Zm00001eb202900
OG0006785	LOC103653538	Zm00001eb242110, Zm00001eb180690
OG0006786	LOC103642594, LOC103653548	Zm00001eb180880
OG0006787	LOC100274362, LOC100279866	Zm00001eb181030
OG0006790	LOC103627259, LOC100277190	Zm00001eb181570
OG0006791	LOC103653602	Zm00001eb181580, Zm00001eb204200
OG0006793	LOC100191142	Zm00001eb181790, Zm00001eb212810
OG0006794	LOC103653616, LOC103651108	Zm00001eb181850
OG0006795	LOC109944540, LOC103653624	Zm00001eb181960
OG0006796	LOC100275488, LOC107305671	Zm00001eb182020
OG0006797	LOC100191261, LOC103653629	Zm00001eb182080
OG0006798	LOC103654560	Zm00001eb182210, Zm00001eb201020
OG0006799	LOC100194197	Zm00001eb244090, Zm00001eb182290
OG0006800	LOC100279585, LOC100283369	Zm00001eb182310
OG0006801	LOC103655610	Zm00001eb186690, Zm00001eb182320
OG0006802	LOC103637213	Zm00001eb182570, Zm00001eb381080
OG0006803	LOC103642546	Zm00001eb415670, Zm00001eb182710
OG0006804	LOC100277408	Zm00001eb188140, Zm00001eb182840
OG0006806	LOC100284784, LOC100273793	Zm00001eb184110
OG0006807	LOC103629437	Zm00001eb184180, Zm00001eb269850
OG0006808	LOC100281289, LOC109945560	Zm00001eb184340
OG0006809	LOC103637156	Zm00001eb349440, Zm00001eb184690
OG0006810	LOC100281433	Zm00001eb184870, Zm00001eb247330
OG0006811	LOC541726	Zm00001eb247370, Zm00001eb184890
OG0006812	LOC103632054, LOC100284010	Zm00001eb184900
OG0006813	LOC100273250	Zm00001eb185150, Zm00001eb369320
OG0006814	LOC103627233	Zm00001eb242570, Zm00001eb185460
OG0006815	LOC100274181, LOC100274004	Zm00001eb185630
OG0006816	LOC100381874	Zm00001eb185900, Zm00001eb248550
OG0006817	LOC103653849, LOC103627479	Zm00001eb186060
OG0006818	LOC100278308	Zm00001eb248750, Zm00001eb186120
OG0006819	LOC103653854	Zm00001eb293060, Zm00001eb186250
OG0006820	LOC110366356	Zm00001eb186270, Zm00001eb230550
OG0006821	LOC103653865	Zm00001eb186380, Zm00001eb199650
OG0006822	LOC541894, LOC541895	Zm00001eb186570
OG0006823	LOC103653873, LOC100216633	Zm00001eb186620
OG0006824	LOC100273834	Zm00001eb186630, Zm00001eb214280
OG0006825	LOC103626730	Zm00001eb186680, Zm00001eb234360
OG0006826	LOC100278349, LOC100191760	Zm00001eb186710
OG0006827	LOC103648456, LOC103653883	Zm00001eb186860
OG0006828	LOC103653895, LOC103653892	Zm00001eb186960
OG0006829	LOC100284193	Zm00001eb311850, Zm00001eb187090
OG0006830	LOC100281150	Zm00001eb187140, Zm00001eb250410
OG0006831	LOC101027245, LOC100274638	Zm00001eb187150
OG0006832	LOC103653913	Zm00001eb187210, Zm00001eb427760
OG0006833	LOC100192503, LOC100286144	Zm00001eb187240
OG0006834	LOC100280826, LOC100284526	Zm00001eb187290
OG0006835	LOC100193480	Zm00001eb250800, Zm00001eb187410
OG0006836	LOC103653921	Zm00001eb187440, Zm00001eb250930
OG0006837	LOC100280990, LOC100273252	Zm00001eb187620
OG0006838	LOC100276787, LOC103640526	Zm00001eb187730
OG0006839	LOC103654520	Zm00001eb200300, Zm00001eb187740
OG0006841	LOC100277244	Zm00001eb252390, Zm00001eb188690
OG0006842	LOC100281711, LOC100272378	Zm00001eb189060
OG0006843	LOC100381849	Zm00001eb189170, Zm00001eb253080
OG0006844	LOC103654007, LOC103627672	Zm00001eb189200
OG0006846	LOC103655659	Zm00001eb362320, Zm00001eb189460
OG0006847	LOC100281297	Zm00001eb285960, Zm00001eb189520
OG0006848	LOC103654028	Zm00001eb189610, Zm00001eb189820
OG0006849	LOC118477081, LOC118476974	Zm00001eb189790
OG0006850	LOC103627679	Zm00001eb189840, Zm00001eb253370
OG0006851	LOC103636483	Zm00001eb190010, Zm00001eb367380
OG0006852	LOC100283822, LOC103647558	Zm00001eb190040
OG0006853	LOC100278058, LOC100277475	Zm00001eb190230
OG0006854	LOC103643117, LOC100381449	Zm00001eb190310
OG0006855	LOC100278485	Zm00001eb190620, Zm00001eb341530
OG0006856	LOC100382072, LOC103654095	Zm00001eb190850
OG0006857	LOC100279809	Zm00001eb259140, Zm00001eb191150
OG0006858	LOC103655701	Zm00001eb191410, Zm00001eb258920
OG0006859	LOC100285073	Zm00001eb258840, Zm00001eb191480
OG0006860	LOC100283394	Zm00001eb200060, Zm00001eb191630
OG0006861	LOC100170250	Zm00001eb191890, Zm00001eb351550
OG0006862	LOC103627859	Zm00001eb257880, Zm00001eb192350
OG0006863	LOC103654175	Zm00001eb198870, Zm00001eb192380
OG0006864	LOC103627840	Zm00001eb192720, Zm00001eb257400
OG0006865	LOC100281486, LOC109946070	Zm00001eb192730
OG0006866	LOC103627835	Zm00001eb192760, Zm00001eb257320
OG0006867	LOC100216785	Zm00001eb192890, Zm00001eb231190
OG0006868	LOC100191654	Zm00001eb193130, Zm00001eb256920
OG0006869	LOC100272471	Zm00001eb193320, Zm00001eb256450
OG0006870	LOC542137, LOC100191321	Zm00001eb193360
OG0006871	LOC103654223, LOC111946235	Zm00001eb193500
OG0006872	LOC100384507, LOC100280370	Zm00001eb193550
OG0006873	LOC100277761	Zm00001eb193590, Zm00001eb255980
OG0006874	LOC103637881	Zm00001eb193780, Zm00001eb373100
OG0006875	LOC100286002	Zm00001eb193840, Zm00001eb255550
OG0006876	LOC100276078, LOC100278711	Zm00001eb194040
OG0006877	LOC100282163	Zm00001eb255100, Zm00001eb194280
OG0006879	LOC103627723, LOC100278526	Zm00001eb194510
OG0006880	LOC103655759	Zm00001eb286250, Zm00001eb194790
OG0006881	LOC103644179, LOC100191809	Zm00001eb194870
OG0006882	LOC100272684	Zm00001eb194970, Zm00001eb433170
OG0006883	LOC100194299, LOC109941364	Zm00001eb195020
OG0006884	LOC100281413	Zm00001eb195080, Zm00001eb262780
OG0006885	LOC100273540, LOC100384203	Zm00001eb195370
OG0006886	LOC118471910, LOC103654307	Zm00001eb195760
OG0006887	LOC100501817	Zm00001eb196340, Zm00001eb241600
OG0006888	LOC103654336	Zm00001eb196580, Zm00001eb299840
OG0006889	LOC100502283, LOC100283989	Zm00001eb196640
OG0006890	LOC100275926, LOC100304397	Zm00001eb196900
OG0006891	LOC103654350	Zm00001eb197100, Zm00001eb242540
OG0006892	LOC100194185	Zm00001eb329980, Zm00001eb197360
OG0006894	LOC103654388, LOC100286174	Zm00001eb197650
OG0006896	LOC103648030, LOC103654411	Zm00001eb198100
OG0006897	LOC103652738, LOC103654422	Zm00001eb198370
OG0006898	LOC100283078	Zm00001eb198660, Zm00001eb376690
OG0006899	LOC100279157	Zm00001eb417250, Zm00001eb199190
OG0006900	LOC100284035	Zm00001eb199240, Zm00001eb365800
OG0006901	LOC100286013	Zm00001eb199290, Zm00001eb228560
OG0006902	LOC100217268, LOC103645111	Zm00001eb199330
OG0006903	LOC103655842, LOC100273465	Zm00001eb199390
OG0006904	LOC109939158, LOC100282104	Zm00001eb199670
OG0006905	LOC103650494	Zm00001eb411870, Zm00001eb199720
OG0006906	LOC100274498	Zm00001eb199750, Zm00001eb405340
OG0006907	LOC100282779, LOC109946089	Zm00001eb200040
OG0006908	LOC100275578	Zm00001eb200080, Zm00001eb392640
OG0006909	LOC103654516, LOC103638997	Zm00001eb200120
OG0006910	LOC100272884	Zm00001eb200130, Zm00001eb333920
OG0006911	LOC103654660	Zm00001eb200420, Zm00001eb202940
OG0006912	LOC100286162, LOC100283995	Zm00001eb200430
OG0006913	LOC100273853	Zm00001eb200450, Zm00001eb274230
OG0006914	LOC109944867, LOC103655887	Zm00001eb201070
OG0006915	LOC103654569	Zm00001eb407270, Zm00001eb201120
OG0006916	LOC103654570	Zm00001eb201140, Zm00001eb384980
OG0006917	LOC100191191	Zm00001eb337030, Zm00001eb201420
OG0006918	LOC606439, LOC100279164	Zm00001eb201820
OG0006919	LOC100192633, LOC100384444	Zm00001eb202280
OG0006920	LOC100192526	Zm00001eb202340, Zm00001eb327290
OG0006921	LOC103654636, LOC109946095	Zm00001eb202450
OG0006922	LOC103655923, LOC109945630	Zm00001eb202540
OG0006923	LOC541758, LOC103648209	Zm00001eb202670
OG0006924	LOC100191577	Zm00001eb202750, Zm00001eb232320
OG0006925	LOC103654685	Zm00001eb203250, Zm00001eb239940
OG0006927	LOC100279003	Zm00001eb203790, Zm00001eb278460
OG0006928	LOC109942257	Zm00001eb203880, Zm00001eb203910
OG0006929	LOC103644627	Zm00001eb358650, Zm00001eb204040
OG0006931	LOC103639628	Zm00001eb404450, Zm00001eb204080
OG0006932	LOC100272864	Zm00001eb204180, Zm00001eb238230
OG0006933	LOC103655965, LOC100285094	Zm00001eb204230
OG0006934	LOC100277448	Zm00001eb238280, Zm00001eb204290
OG0006935	LOC103629817	Zm00001eb204350, Zm00001eb277420
OG0006936	LOC103654740	Zm00001eb204430, Zm00001eb347550
OG0006937	LOC103654770, LOC103654772	Zm00001eb204830
OG0006938	LOC103627031	Zm00001eb239100, Zm00001eb204870
OG0006939	LOC100276552, LOC100276749	Zm00001eb205270
OG0006940	LOC100279057	Zm00001eb205340, Zm00001eb205330
OG0006941	LOC100275652	Zm00001eb281370, Zm00001eb205370
OG0006942	LOC100303796	Zm00001eb240430, Zm00001eb205490
OG0006943	LOC100194201	Zm00001eb235450, Zm00001eb205550
OG0006944	LOC100193252	Zm00001eb205860, Zm00001eb235940
OG0006945	LOC103626827	Zm00001eb205880, Zm00001eb235950
OG0006946	LOC103626007	Zm00001eb205980, Zm00001eb217800
OG0006947	lox10, lox11	Zm00001eb206040
OG0006948	LOC100193411	Zm00001eb206080, Zm00001eb355040
OG0006949	LOC103654847	Zm00001eb236500, Zm00001eb206150
OG0006950	LOC100276159	Zm00001eb206260, Zm00001eb235170
OG0006951	LOC100276097	Zm00001eb234780, Zm00001eb206390
OG0006952	LOC109944140, LOC100281303	Zm00001eb206400
OG0006953	LOC100284147	Zm00001eb233730, Zm00001eb206810
OG0006954	LOC103656015	Zm00001eb206940, Zm00001eb233430
OG0006955	LOC103656018, sbp19	Zm00001eb207010
OG0006956	LOC100381841	Zm00001eb389800, Zm00001eb207070
OG0006957	LOC100280978, LOC100280591	Zm00001eb207100
OG0006958	LOC100273156	Zm00001eb286830, Zm00001eb207240
OG0006959	LOC100381715	Zm00001eb338130, Zm00001eb207280
OG0006960	LOC103626666, LOC103654889	Zm00001eb207400
OG0006961	LOC100272428	Zm00001eb232870, Zm00001eb207410
OG0006962	LOC100272362	Zm00001eb207630, Zm00001eb379310
OG0006963	LOC118477032	Zm00001eb207700, Zm00001eb392020
OG0006964	LOC100275130	Zm00001eb207710, Zm00001eb273500
OG0006965	LOC100502537	Zm00001eb207830, Zm00001eb210000
OG0006966	LOC110740342, LOC103652366	Zm00001eb207870
OG0006967	LOC103628310, LOC100279602	Zm00001eb207930
OG0006968	LOC103654922	Zm00001eb208090, Zm00001eb272840
OG0006969	LOC100285240, LOC100857032	Zm00001eb208310
OG0006970	LOC100279826, LOC100272936	Zm00001eb208690
OG0006971	LOC100192494, LOC100278584	Zm00001eb208710
OG0006972	LOC103646206	Zm00001eb208720, Zm00001eb326980
OG0006973	LOC100303847, LOC100276549	Zm00001eb208750
OG0006974	LOC100278364	Zm00001eb307700, Zm00001eb208910
OG0006975	LOC100284695	Zm00001eb231550, Zm00001eb209150
OG0006976	LOC103637299	Zm00001eb209400, Zm00001eb355200
OG0006977	LOC110485088, LOC100277975	Zm00001eb209710
OG0006978	LOC100383255	Zm00001eb229410, Zm00001eb209850
OG0006979	LOC100273304	Zm00001eb209880, Zm00001eb229400
OG0006981	LOC100283633	Zm00001eb210260, Zm00001eb274280
OG0006982	LOC100382009, LOC103642555	Zm00001eb210420
OG0006983	LOC100277681	Zm00001eb406510, Zm00001eb210430
OG0006984	LOC100280057	Zm00001eb210560, Zm00001eb340110
OG0006985	LOC100278227, LOC103630194	Zm00001eb210580
OG0006986	LOC100193664, LOC103626327	Zm00001eb210620
OG0006987	LOC100275095, LOC100276942	Zm00001eb210650
OG0006988	LOC100285658, LOC100275697	Zm00001eb210800
OG0006989	LOC100281008	Zm00001eb210850, Zm00001eb226520
OG0006990	LOC103625729	Zm00001eb211030, Zm00001eb328760
OG0006991	LOC100285956, LOC100280558	Zm00001eb211500
OG0006992	LOC107325939, LOC100284166	Zm00001eb211650
OG0006993	LOC109940007	Zm00001eb211920, Zm00001eb255530
OG0006994	LOC100276442	Zm00001eb212070, Zm00001eb399290
OG0006995	LOC103645038, LOC100277775	Zm00001eb212460
OG0006996	LOC100191984, LOC541791	Zm00001eb212520
OG0006997	LOC115072888	Zm00001eb302690, Zm00001eb212680
OG0006998	LOC100501728, LOC103635801	Zm00001eb212700
OG0006999	LOC103627970	Zm00001eb225290, Zm00001eb213130
OG0007000	LOC100281282	Zm00001eb213180, Zm00001eb218220
OG0007001	LOC100285845	Zm00001eb213220, Zm00001eb258110
OG0007002	LOC103630943, LOC100280311	Zm00001eb213250
OG0007003	LOC100279967, LOC103625820	Zm00001eb213300
OG0007004	LOC118471981	Zm00001eb213370, Zm00001eb213360
OG0007005	LOC100282027, LOC103625835	Zm00001eb213670
OG0007006	LOC100275173, LOC103644071	Zm00001eb213950
OG0007007	LOC100278213	Zm00001eb213980, Zm00001eb402680
OG0007008	LOC103644044, LOC100285899	Zm00001eb214260
OG0007009	LOC103625864, LOC103647424	Zm00001eb214270
OG0007010	LOC100278962, LOC109939389	Zm00001eb214380
OG0007011	LOC103633535	Zm00001eb214600, Zm00001eb329910
OG0007012	LOC103631469, LOC100281821	Zm00001eb214900
OG0007013	LOC109940303, LOC100273070	Zm00001eb215000
OG0007014	LOC100285275	Zm00001eb215330, Zm00001eb425270
OG0007015	LOC100284007	Zm00001eb334170, Zm00001eb215450
OG0007016	LOC103633599	Zm00001eb215600, Zm00001eb331460
OG0007017	LOC100284486	Zm00001eb215900, Zm00001eb319040
OG0007018	LOC100383454, LOC103625948	Zm00001eb216350
OG0007019	LOC103643888, LOC100282702	Zm00001eb216450
OG0007020	LOC100284008, LOC100282869	Zm00001eb216540
OG0007021	LOC100191566, LOC100216649	Zm00001eb216590
OG0007022	LOC109939631	Zm00001eb216740, Zm00001eb216730
OG0007023	LOC103644180, LOC103625981	Zm00001eb217230
OG0007024	LOC100192782, LOC100283888	Zm00001eb217240
OG0007025	LOC118476310, LOC118471987	Zm00001eb217280
OG0007026	LOC100281994, LOC100273173	Zm00001eb217630
OG0007027	LOC103628037	Zm00001eb218240, Zm00001eb265950
OG0007028	LOC103641948	Zm00001eb428550, Zm00001eb218260
OG0007029	LOC103642121	Zm00001eb432040, Zm00001eb218640
OG0007030	LOC100217034, LOC100304117	Zm00001eb218690
OG0007031	LOC100191302	Zm00001eb297640, Zm00001eb218910
OG0007032	LOC103631943	Zm00001eb300020, Zm00001eb219130
OG0007033	LOC107548105, LOC103626058	Zm00001eb219240
OG0007035	LOC103627303	Zm00001eb244050, Zm00001eb220100
OG0007036	LOC103628064, LOC100285862	Zm00001eb220180
OG0007037	LOC103643382, LOC100273796	Zm00001eb220640
OG0007038	LOC100193564	Zm00001eb221380, Zm00001eb327710
OG0007039	LOC103626155, LOC103647093	Zm00001eb221540
OG0007040	LOC103647296, LOC118473222	Zm00001eb221570
OG0007041	LOC100274378	Zm00001eb307270, Zm00001eb221740
OG0007042	LOC100382215, LOC606440	Zm00001eb221920
OG0007043	LOC100273719	Zm00001eb222210, Zm00001eb405750
OG0007044	LOC100284518	Zm00001eb294860, Zm00001eb222580
OG0007045	LOC100502223, LOC103635731	Zm00001eb222890
OG0007047	LOC103637970	Zm00001eb223360, Zm00001eb374490
OG0007048	LOC103649730, LOC111589264	Zm00001eb223390
OG0007049	LOC103642623	Zm00001eb223500, Zm00001eb418220
OG0007050	LOC100193636	Zm00001eb428980, Zm00001eb223980
OG0007052	LOC103638288, LOC103626266	Zm00001eb224170
OG0007053	LOC100274675	Zm00001eb318370, Zm00001eb224290
OG0007054	LOC100274886	Zm00001eb224300, Zm00001eb295510
OG0007056	LOC100281206, LOC103628539	Zm00001eb224610
OG0007057	LOC103626319	Zm00001eb225250, Zm00001eb349000
OG0007058	LOC100284776	Zm00001eb405090, Zm00001eb225510
OG0007059	LOC103626330, LOC103626331	Zm00001eb225520
OG0007060	LOC111589308, LOC103626341	Zm00001eb225660
OG0007061	LOC100276361	Zm00001eb273520, Zm00001eb225670
OG0007062	LOC103628194	Zm00001eb225720, Zm00001eb276960
OG0007063	LOC100281894, LOC100274392	Zm00001eb225820
OG0007064	LOC100276804, LOC103630986	Zm00001eb225850
OG0007065	LOC118471887, LOC100193092	Zm00001eb225880
OG0007066	LOC103651804, LOC100273554	Zm00001eb226120
OG0007068	LOC100191241	Zm00001eb226650, Zm00001eb307000
OG0007069	LOC103630034	Zm00001eb226880, Zm00001eb282010
OG0007070	LOC100278780	Zm00001eb406490, Zm00001eb227120
OG0007071	LOC100382664	Zm00001eb350040, Zm00001eb227220
OG0007072	LOC103626423	Zm00001eb227390, Zm00001eb296330
OG0007073	LOC103626426	Zm00001eb227420, Zm00001eb245150
OG0007074	LOC100194351, LOC100285132	Zm00001eb227430
OG0007075	LOC100281078, LOC100281038	Zm00001eb227480
OG0007076	LOC109943169, LOC100381320	Zm00001eb227740
OG0007077	LOC100193563	Zm00001eb227850, Zm00001eb227870
OG0007078	LOC100282004, LOC100278459	Zm00001eb227940
OG0007079	LOC107436075	Zm00001eb272400, Zm00001eb227970
OG0007080	LOC103626473	Zm00001eb271990, Zm00001eb228590
OG0007081	LOC100280422	Zm00001eb228840, Zm00001eb228820
OG0007082	LOC100282661	Zm00001eb229360, Zm00001eb268730
OG0007083	LOC542324, LOC103654990	Zm00001eb229460
OG0007084	LOC541981, LOC103626513	Zm00001eb229550
OG0007085	LOC103626518, LOC100192477	Zm00001eb229730
OG0007086	LOC100279176	Zm00001eb229920, Zm00001eb299160
OG0007087	LOC103626534	Zm00001eb230160, Zm00001eb230150
OG0007088	LOC103625966, LOC100285552	Zm00001eb230240
OG0007089	LOC100383501	Zm00001eb230480, Zm00001eb262660
OG0007090	LOC103626552, LOC109939707	Zm00001eb230580
OG0007091	LOC103636343, LOC100384367	Zm00001eb230610
OG0007093	LOC103653911	Zm00001eb230790, Zm00001eb352690
OG0007094	LOC100274877, LOC100272513	Zm00001eb231100
OG0007095	LOC111589272	Zm00001eb335780, Zm00001eb231300
OG0007096	LOC100285643, LOC103653555	Zm00001eb232100
OG0007097	LOC103626620, LOC109941124	Zm00001eb232290
OG0007098	LOC100383645, LOC100384439	Zm00001eb232430
OG0007099	LOC103641899	Zm00001eb427750, Zm00001eb232470
OG0007100	LOC100284527, LOC100283801	Zm00001eb232560
OG0007101	LOC103626637	Zm00001eb232630, Zm00001eb233150
OG0007102	LOC100272533, LOC103639955	Zm00001eb232720
OG0007103	LOC103626668, LOC100275043	Zm00001eb233030
OG0007104	LOC541851	Zm00001eb233160, Zm00001eb345450
OG0007105	LOC100280912	Zm00001eb233250, Zm00001eb327890
OG0007106	LOC100281064, LOC109946110	Zm00001eb233530
OG0007107	LOC103654876, LOC103626687	Zm00001eb233630
OG0007108	LOC100193383	Zm00001eb289470, Zm00001eb233700
OG0007109	LOC100284544, LOC100192024	Zm00001eb233830
OG0007110	LOC100501242	Zm00001eb233920, Zm00001eb263210
OG0007111	LOC100191856	Zm00001eb234080, Zm00001eb311210
OG0007112	LOC100501360, LOC103629704	Zm00001eb234350
OG0007113	LOC100382026, LOC103641542	Zm00001eb234420
OG0007114	LOC103628357	Zm00001eb234540, Zm00001eb267850
OG0007115	LOC100276717	Zm00001eb389450, Zm00001eb234660
OG0007116	LOC103626765	Zm00001eb235050, Zm00001eb387600
OG0007117	LOC542536	Zm00001eb235090, Zm00001eb371020
OG0007118	LOC100275726	Zm00001eb235220, Zm00001eb351080
OG0007119	LOC100383731	Zm00001eb235250, Zm00001eb236030
OG0007120	LOC103626805, LOC109941381	Zm00001eb235620
OG0007121	LOC109939939, LOC103626829	Zm00001eb235970
OG0007122	LOC103634794	Zm00001eb335230, Zm00001eb236020
OG0007124	LOC103639909, LOC103626859	Zm00001eb236380
OG0007125	LOC103629338	Zm00001eb236390, Zm00001eb268140
OG0007126	LOC103628432	Zm00001eb236480, Zm00001eb279410
OG0007127	LOC100274544, LOC103654710	Zm00001eb236840
OG0007128	LOC100281164, LOC103626926	Zm00001eb237440
OG0007129	LOC103654712, LOC100273041	Zm00001eb237910
OG0007130	LOC103626967	Zm00001eb380120, Zm00001eb237960
OG0007131	LOC103626974	Zm00001eb238110, Zm00001eb388120
OG0007132	LOC103637891	Zm00001eb373320, Zm00001eb238120
OG0007133	LOC100284248	Zm00001eb422170, Zm00001eb238130
OG0007134	LOC100192599	Zm00001eb238170, Zm00001eb365870
OG0007135	LOC100279284	Zm00001eb238720, Zm00001eb330160
OG0007136	LOC100285968, LOC103630178	Zm00001eb238890
OG0007137	LOC103627026	Zm00001eb239020, Zm00001eb239030
OG0007138	LOC103632697	Zm00001eb311640, Zm00001eb239310
OG0007140	LOC103627062	Zm00001eb311890, Zm00001eb239510
OG0007141	LOC103633568	Zm00001eb239640, Zm00001eb330800
OG0007142	LOC103638439, LOC103628586	Zm00001eb239870
OG0007143	LOC100273329	Zm00001eb240010, Zm00001eb357210
OG0007144	LOC103627099	Zm00001eb240070, Zm00001eb290390
OG0007145	LOC103627103	Zm00001eb240140, Zm00001eb372440
OG0007146	LOC103639439, LOC103627124	Zm00001eb240390
OG0007147	LOC103628609	Zm00001eb297800, Zm00001eb240470
OG0007148	LOC103641545	Zm00001eb420410, Zm00001eb240790
OG0007149	LOC103627194, LOC100304142	Zm00001eb241760
OG0007150	LOC103634170	Zm00001eb241820, Zm00001eb315400
OG0007151	LOC100191201, LOC100383215	Zm00001eb241920
OG0007152	LOC103628666, LOC103652516	Zm00001eb242170
OG0007153	LOC100280570	Zm00001eb277740, Zm00001eb242280
OG0007154	LOC114574133, LOC103627257	Zm00001eb243170
OG0007155	LOC103648685, LOC100285176	Zm00001eb243900
OG0007156	LOC109939224, LOC542543	Zm00001eb244170
OG0007157	LOC100273089	Zm00001eb244190, Zm00001eb244420
OG0007158	LOC100280892	Zm00001eb244630, Zm00001eb327680
OG0007159	LOC100276188, LOC100277209	Zm00001eb245000
OG0007160	LOC100281380, LOC103627335	Zm00001eb245030
OG0007161	LOC100382428	Zm00001eb245090, Zm00001eb338260
OG0007162	LOC103633572, LOC103627344	Zm00001eb245200
OG0007163	LOC100275708	Zm00001eb310840, Zm00001eb245360
OG0007164	LOC103627349, LOC100280105	Zm00001eb245440
OG0007165	LOC100193931, LOC109939576	Zm00001eb245790
OG0007166	LOC103631761, LOC103627382	Zm00001eb246390
OG0007167	LOC103627401	Zm00001eb246770, Zm00001eb420980
OG0007168	LOC100278127	Zm00001eb426760, Zm00001eb247850
OG0007169	LOC100282111, LOC100272429	Zm00001eb248590
OG0007170	LOC100282495	Zm00001eb389310, Zm00001eb248840
OG0007171	LOC100194371, LOC100857064	Zm00001eb249120
OG0007172	LOC100277438, LOC103627506	Zm00001eb249520
OG0007173	LOC100191973	Zm00001eb249700, Zm00001eb319230
OG0007174	LOC100278464, LOC100304430	Zm00001eb249910
OG0007175	LOC103627524	Zm00001eb419570, Zm00001eb249930
OG0007176	LOC100279872	Zm00001eb386310, Zm00001eb250360
OG0007177	LOC109939867, LOC109942876	Zm00001eb250500
OG0007178	LOC100274824	Zm00001eb251120, Zm00001eb403010
OG0007179	LOC100279904, LOC100191978	Zm00001eb251370
OG0007180	GRF1, LOC109943286	Zm00001eb251820
OG0007181	LOC100194315	Zm00001eb372620, Zm00001eb251930
OG0007182	LOC100383693, LOC100274595	Zm00001eb251960
OG0007183	LOC100277409	Zm00001eb252230, Zm00001eb296250
OG0007184	LOC100277643, LOC100502163	Zm00001eb252430
OG0007185	LOC109946007, LOC100382830	Zm00001eb252510
OG0007186	LOC103627642, LOC103653981	Zm00001eb252540
OG0007187	LOC100277464	Zm00001eb381990, Zm00001eb252550
