Orthogroup	v2	v5
OG0006665	GRMZM2G472693	Zm00001eb291750, Zm00001eb008650
OG0006666	GRMZM2G099522	Zm00001eb008690, Zm00001eb375830
OG0006667	GRMZM2G418400, GRMZM2G163154	Zm00001eb008790
OG0006668	GRMZM2G369102, GRMZM2G411668	Zm00001eb008940
OG0006669	GRMZM2G411653, GRMZM5G859785	Zm00001eb008950
OG0006671	GRMZM2G397754, GRMZM2G425683	Zm00001eb009150
OG0006672	GRMZM2G356718, GRMZM2G021957	Zm00001eb058920
OG0006673	GRMZM2G344388, GRMZM2G392737	Zm00001eb009250
OG0006674	GRMZM2G093157, GRMZM2G344416	Zm00001eb399650
OG0006675	GRMZM2G103579	Zm00001eb399610, Zm00001eb009310
OG0006676	GRMZM2G002178, GRMZM2G067225	Zm00001eb009340
OG0006678	GRMZM2G180452	Zm00001eb009490, Zm00001eb399390
OG0006681	GRMZM5G839481, GRMZM2G370999	Zm00001eb107740
OG0006682	GRMZM2G099867, GRMZM2G031102	Zm00001eb090910
OG0006683	GRMZM2G108032	Zm00001eb010420, Zm00001eb420100
OG0006684	GRMZM2G346861, GRMZM2G149798	Zm00001eb398840
OG0006686	GRMZM2G151524	Zm00001eb010750, Zm00001eb031540
OG0006688	GRMZM2G058870	Zm00001eb151850, Zm00001eb010810
OG0006689	GRMZM2G139870, GRMZM5G808271	Zm00001eb328940
OG0006690	GRMZM5G807738, GRMZM2G079559	Zm00001eb169330
OG0006691	GRMZM2G150333, GRMZM2G408305	Zm00001eb011450
OG0006692	GRMZM2G133819, GRMZM2G445403	Zm00001eb331950
OG0006693	GRMZM2G418575, GRMZM2G427790	Zm00001eb319840
OG0006694	GRMZM2G151582	Zm00001eb011610, Zm00001eb398080
OG0006695	GRMZM2G079112	Zm00001eb397990, Zm00001eb011780
OG0006696	GRMZM2G347102, GRMZM2G426271	Zm00001eb011860
OG0006697	GRMZM2G481529, GRMZM2G131539	Zm00001eb397960
OG0006698	GRMZM2G046382	Zm00001eb011900, Zm00001eb011880
OG0006699	GRMZM2G356459, GRMZM2G141150	Zm00001eb012090
OG0006700	GRMZM2G064710, GRMZM2G109831	Zm00001eb012210
OG0006701	GRMZM2G034811, GRMZM2G428410	Zm00001eb012480
OG0006702	GRMZM2G458689, GRMZM2G378748	Zm00001eb109410
OG0006703	GRMZM2G119886	Zm00001eb397550, Zm00001eb012610
OG0006704	GRMZM2G471904	Zm00001eb339830, Zm00001eb012720
OG0006705	GRMZM2G026910, GRMZM2G108723	Zm00001eb289770
OG0006706	GRMZM2G030880, GRMZM2G138858	Zm00001eb013060
OG0006707	GRMZM5G876973	Zm00001eb013090, Zm00001eb223690
OG0006708	GRMZM2G021095, GRMZM2G145568	Zm00001eb397130
OG0006709	GRMZM2G001079, GRMZM2G118959	Zm00001eb013180
OG0006711	GRMZM2G107866	Zm00001eb013260, Zm00001eb029000
OG0006712	GRMZM2G175477, GRMZM2G324863	Zm00001eb208860
OG0006715	GRMZM2G306793, GRMZM5G850850	Zm00001eb293590
OG0006717	GRMZM2G087079	Zm00001eb396930, Zm00001eb013500
OG0006718	GRMZM5G850640	Zm00001eb396920, Zm00001eb013540
OG0006719	GRMZM2G074589, GRMZM2G313272	Zm00001eb380080
OG0006720	GRMZM2G135456	Zm00001eb396900, Zm00001eb013600
OG0006721	GRMZM2G135359	Zm00001eb013610, Zm00001eb111940
OG0006722	GRMZM2G006370	Zm00001eb013650, Zm00001eb396880
OG0006723	GRMZM2G700011, GRMZM2G308034	Zm00001eb013670
OG0006724	GRMZM5G840653	Zm00001eb013880, Zm00001eb212260
OG0006725	GRMZM5G807260	Zm00001eb014190, Zm00001eb396430
OG0006726	GRMZM2G361074, GRMZM2G162356	Zm00001eb188540
OG0006727	GRMZM2G017400	Zm00001eb152290, Zm00001eb014250
OG0006729	GRMZM2G179155	Zm00001eb014630, Zm00001eb396130
OG0006730	GRMZM2G140432, GRMZM2G175428	Zm00001eb014640
OG0006731	GRMZM2G092442	Zm00001eb014720, Zm00001eb396100
OG0006732	GRMZM2G329040	Zm00001eb014960, Zm00001eb014950
OG0006733	GRMZM2G112428, GRMZM5G851485	Zm00001eb014980
OG0006734	GRMZM2G476593	Zm00001eb015140, Zm00001eb390310
OG0006735	GRMZM2G180889, GRMZM2G120132	Zm00001eb088900
OG0006736	GRMZM2G009060	Zm00001eb331010, Zm00001eb015490
OG0006737	GRMZM2G009253, GRMZM2G163227	Zm00001eb015470
OG0006738	GRMZM2G018728	Zm00001eb015330, Zm00001eb150020
OG0006739	GRMZM2G122740, GRMZM2G088793	Zm00001eb015310
OG0006741	GRMZM5G840699, GRMZM2G407825	Zm00001eb128940
OG0006742	GRMZM2G349103, GRMZM2G010149	Zm00001eb015640
OG0006743	GRMZM2G056079, GRMZM2G316960	Zm00001eb015830
OG0006744	GRMZM2G175571, GRMZM2G032936	Zm00001eb015840
OG0006745	GRMZM2G072892	Zm00001eb395150, Zm00001eb015990
OG0006746	GRMZM2G028132	Zm00001eb016000, Zm00001eb417920
OG0006747	GRMZM2G351346	Zm00001eb141660, Zm00001eb016030
OG0006749	GRMZM2G177944, GRMZM2G043948	Zm00001eb016190
OG0006750	GRMZM2G010823	Zm00001eb016240, Zm00001eb165980
OG0006751	GRMZM2G011025, GRMZM2G013299	Zm00001eb016270
OG0006752	GRMZM2G433295	Zm00001eb040840, Zm00001eb016340
OG0006753	GRMZM2G015226, GRMZM5G838433	Zm00001eb016390
OG0006754	GRMZM2G107286, GRMZM2G073969	Zm00001eb016410
OG0006755	GRMZM2G030072	Zm00001eb016570, Zm00001eb204690
OG0006756	GRMZM5G835835, GRMZM2G133978	Zm00001eb016580
OG0006757	GRMZM2G052148, GRMZM2G704088	Zm00001eb016760
OG0006758	GRMZM2G091601, GRMZM2G120210	Zm00001eb425260
OG0006759	GRMZM2G101689	Zm00001eb344450, Zm00001eb017050
OG0006760	GRMZM2G421970, GRMZM2G164129	Zm00001eb017360
OG0006761	GRMZM2G004927, GRMZM2G074716	Zm00001eb163010
OG0006762	GRMZM2G400117, GRMZM2G414365	Zm00001eb017580
OG0006763	GRMZM2G034242, GRMZM2G358594	Zm00001eb270720
OG0006764	GRMZM2G168665, GRMZM2G157716	Zm00001eb017630
OG0006766	GRMZM2G352947, GRMZM5G808350	Zm00001eb017860
OG0006767	GRMZM2G529003, GRMZM2G330650	Zm00001eb017970
OG0006768	GRMZM2G316054, GRMZM2G508789	Zm00001eb028270
OG0006769	GRMZM2G012732	Zm00001eb017980, Zm00001eb212730
OG0006770	GRMZM2G400596, GRMZM5G874086	Zm00001eb305430
OG0006771	GRMZM2G026322, GRMZM2G459563	Zm00001eb018030
OG0006772	GRMZM2G063561	Zm00001eb127390, Zm00001eb018100
OG0006773	GRMZM2G001383, GRMZM2G418279	Zm00001eb301970
OG0006774	GRMZM2G475897, GRMZM2G301290	Zm00001eb033110
OG0006775	GRMZM2G045518, GRMZM2G012355	Zm00001eb018440
OG0006776	GRMZM2G004298, GRMZM2G096100	Zm00001eb129440
OG0006777	GRMZM2G017670	Zm00001eb018570, Zm00001eb442940
OG0006778	GRMZM2G152925	Zm00001eb392570, Zm00001eb018980
OG0006779	GRMZM2G300163, GRMZM2G104353	Zm00001eb018860
OG0006780	GRMZM2G033578, GRMZM2G703616	Zm00001eb133370
OG0006781	GRMZM2G703619, GRMZM2G404279	Zm00001eb395340
OG0006782	GRMZM2G085825	Zm00001eb019350, Zm00001eb392750
OG0006783	GRMZM2G311656, GRMZM2G077495	Zm00001eb392830
OG0006784	GRMZM2G425482, GRMZM2G416156	Zm00001eb019460
OG0006785	GRMZM5G828488, GRMZM2G065989	Zm00001eb162710
OG0006786	GRMZM2G152365, GRMZM2G071688	Zm00001eb019580
OG0006787	GRMZM5G862467	Zm00001eb188930, Zm00001eb019680
OG0006788	GRMZM2G320271, GRMZM2G149383	Zm00001eb019720
OG0006789	GRMZM2G004811, GRMZM5G846096	Zm00001eb120020
OG0006790	GRMZM2G341269, GRMZM2G017959	Zm00001eb385390
OG0006791	GRMZM2G060483, GRMZM2G386629	Zm00001eb292990
OG0006792	GRMZM2G345039, GRMZM2G060617	Zm00001eb343390
OG0006793	GRMZM2G060656, GRMZM2G465035	Zm00001eb372290
OG0006794	GRMZM5G866989, GRMZM2G147301	Zm00001eb230610
OG0006795	GRMZM2G435049, GRMZM2G391705	Zm00001eb020050
OG0006796	GRMZM2G074946, GRMZM5G804946	Zm00001eb020090
OG0006797	GRMZM2G172244	Zm00001eb020110, Zm00001eb393120
OG0006798	GRMZM5G887140, GRMZM2G104983	Zm00001eb020130
OG0006800	GRMZM2G086992, GRMZM2G078924	Zm00001eb020320
OG0006801	GRMZM2G031139, GRMZM2G005630	Zm00001eb020350
OG0006802	GRMZM2G467642, GRMZM2G074804	Zm00001eb224060
OG0006803	GRMZM2G318319, GRMZM5G894854	Zm00001eb314080
OG0006804	GRMZM5G883760	Zm00001eb326310, Zm00001eb020610
OG0006805	GRMZM2G069176, GRMZM2G356556	Zm00001eb020640
OG0006807	GRMZM2G084587, GRMZM2G122717	Zm00001eb020710
OG0006808	GRMZM2G448741, GRMZM2G482232	Zm00001eb369430
OG0006809	GRMZM2G401374, GRMZM2G401328	Zm00001eb021060
OG0006810	GRMZM2G057529, GRMZM2G576562	Zm00001eb402810
OG0006812	GRMZM2G343814, GRMZM2G111614	Zm00001eb108960
OG0006813	GRMZM6G399977, GRMZM2G445268	Zm00001eb021320
OG0006815	GRMZM2G395950, GRMZM2G394528	Zm00001eb187150
OG0006816	GRMZM2G474651, GRMZM2G087243	Zm00001eb021400
OG0006817	GRMZM2G389194	Zm00001eb021410, Zm00001eb001160
OG0006818	GRMZM2G087383, GRMZM2G175797	Zm00001eb404630
OG0006819	GRMZM2G477287	Zm00001eb021440, Zm00001eb001210
OG0006820	GRMZM2G438895, GRMZM2G338924	Zm00001eb296870
OG0006821	GRMZM5G860022, GRMZM2G161860	Zm00001eb156110
OG0006822	GRMZM2G154048, GRMZM2G144809	Zm00001eb132140
OG0006823	GRMZM2G039312	Zm00001eb021800, Zm00001eb378010
OG0006824	GRMZM2G418289, GRMZM2G453438	Zm00001eb021840
OG0006825	GRMZM2G458134, GRMZM2G039880	Zm00001eb021920
OG0006826	GRMZM2G374435, GRMZM2G340267	Zm00001eb021960
OG0006828	GRMZM2G044164, GRMZM2G083173	Zm00001eb022230
OG0006829	GRMZM2G095020, GRMZM2G109393	Zm00001eb022310
OG0006830	GRMZM2G019356, GRMZM2G119766	Zm00001eb022380
OG0006832	GRMZM5G865909, GRMZM2G005030	Zm00001eb228420
OG0006833	GRMZM2G077530, GRMZM2G049893	Zm00001eb022520
OG0006836	GRMZM2G143082, GRMZM5G881902	Zm00001eb022700
OG0006837	GRMZM2G424595, GRMZM2G029434	Zm00001eb022740
OG0006838	GRMZM2G019353, GRMZM2G090029	Zm00001eb022750
OG0006839	GRMZM2G143202, GRMZM5G837869	Zm00001eb258960
OG0006840	GRMZM2G304132, GRMZM2G001853	Zm00001eb421070
OG0006841	GRMZM5G800518, GRMZM2G162537	Zm00001eb022860
OG0006843	GRMZM2G079487	Zm00001eb391700, Zm00001eb023020
OG0006844	GRMZM2G037255	Zm00001eb023070, Zm00001eb391610
OG0006845	GRMZM2G107741, GRMZM2G455877	Zm00001eb023080
OG0006846	GRMZM2G704363, GRMZM2G089121	Zm00001eb023110
OG0006847	GRMZM2G588583	Zm00001eb397830, Zm00001eb284680
OG0006848	GRMZM5G889719, GRMZM5G806839	Zm00001eb391190
OG0006849	GRMZM5G893936, GRMZM5G806336	Zm00001eb023410
OG0006850	GRMZM2G405622	Zm00001eb023430, Zm00001eb391370
OG0006851	GRMZM2G165867	Zm00001eb089890, Zm00001eb023560
OG0006852	GRMZM2G035171	Zm00001eb333080, Zm00001eb272680
OG0006854	GRMZM2G041125, GRMZM2G108180	Zm00001eb391030
OG0006855	GRMZM2G153200, GRMZM2G076460	Zm00001eb146110
OG0006856	GRMZM2G142161, GRMZM2G112943	Zm00001eb332080
OG0006857	GRMZM2G070943	Zm00001eb390650, Zm00001eb024120
OG0006858	GRMZM2G174757	Zm00001eb390660, Zm00001eb024200
OG0006860	GRMZM2G144841, GRMZM2G034383	Zm00001eb024260
OG0006861	GRMZM2G082709	Zm00001eb024300, Zm00001eb390560
OG0006862	GRMZM2G001895, GRMZM2G049288	Zm00001eb390320
OG0006863	GRMZM2G145770, GRMZM5G859744	Zm00001eb190100
OG0006864	GRMZM2G093270, GRMZM2G094168	Zm00001eb024380
OG0006865	GRMZM2G140179, GRMZM2G169957	Zm00001eb385570
OG0006866	GRMZM2G155380	Zm00001eb130980, Zm00001eb024500
OG0006867	GRMZM2G072117	Zm00001eb024570, Zm00001eb390500
OG0006868	GRMZM2G160454	Zm00001eb024620, Zm00001eb390540
OG0006869	GRMZM2G026641, GRMZM2G393002	Zm00001eb168070
OG0006870	GRMZM2G169645, GRMZM2G011760	Zm00001eb428330
OG0006871	GRMZM2G168987, GRMZM2G037500	Zm00001eb024710
OG0006873	GRMZM5G892222, GRMZM2G025294	Zm00001eb085100
OG0006874	GRMZM2G462080, GRMZM5G812168	Zm00001eb025120
OG0006875	GRMZM6G865522, GRMZM2G000129	Zm00001eb015260
OG0006876	GRMZM2G398423, GRMZM2G029218	Zm00001eb052530
OG0006877	GRMZM2G128641, GRMZM2G033385	Zm00001eb025190
OG0006879	GRMZM2G048955, GRMZM2G012306	Zm00001eb025400
OG0006880	GRMZM2G016068, GRMZM2G045550	Zm00001eb151930
OG0006882	GRMZM2G084825	Zm00001eb025730, Zm00001eb270150
OG0006884	GRMZM2G001415, GRMZM2G156240	Zm00001eb163100
OG0006885	GRMZM2G097454	Zm00001eb025830, Zm00001eb156050
OG0006886	GRMZM2G041631, GRMZM2G141491	Zm00001eb025900
OG0006887	GRMZM2G062942, GRMZM2G141776	Zm00001eb283430
OG0006888	GRMZM2G363319, GRMZM5G848503	Zm00001eb025930
OG0006889	GRMZM2G063115, GRMZM2G380184	Zm00001eb254590
OG0006890	GRMZM2G042361, GRMZM2G019391	Zm00001eb026040
OG0006891	GRMZM2G368249, GRMZM2G079066	Zm00001eb404550
OG0006892	GRMZM2G466982	Zm00001eb026140, Zm00001eb026130
OG0006895	GRMZM2G009652, GRMZM2G330130	Zm00001eb026270
OG0006896	GRMZM2G380133, GRMZM2G352619	Zm00001eb026290
OG0006897	GRMZM5G874270, GRMZM2G094252	Zm00001eb026340
OG0006898	GRMZM2G137316	Zm00001eb236210, Zm00001eb305050
OG0006899	GRMZM2G148536, GRMZM2G151589	Zm00001eb026430
OG0006900	GRMZM2G003909, GRMZM2G104616	Zm00001eb026460
OG0006901	GRMZM2G094599, GRMZM2G163751	Zm00001eb224170
OG0006903	GRMZM2G169704, GRMZM2G104618	Zm00001eb026630
OG0006904	GRMZM2G443419, GRMZM2G140754	Zm00001eb334800
OG0006905	GRMZM2G080583, GRMZM2G023119	Zm00001eb157080
OG0006906	GRMZM2G467640, GRMZM5G837084	Zm00001eb421310
OG0006907	GRMZM5G841827, GRMZM5G892762	Zm00001eb026800
OG0006908	GRMZM5G851271, GRMZM5G833242	Zm00001eb026830
OG0006910	GRMZM2G094867, GRMZM2G077099	Zm00001eb303040
OG0006911	GRMZM2G029519, GRMZM2G124794	Zm00001eb026960
OG0006912	GRMZM2G046622	Zm00001eb027000, Zm00001eb418400
OG0006913	GRMZM2G474019, GRMZM2G172450	Zm00001eb132160
OG0006914	GRMZM2G072608, GRMZM2G421493	Zm00001eb027080
OG0006920	GRMZM2G115168	Zm00001eb437970, Zm00001eb027490
OG0006922	GRMZM2G025396, GRMZM2G082707	Zm00001eb353650
OG0006923	GRMZM2G029514	Zm00001eb027640, Zm00001eb221750
OG0006926	GRMZM2G005640, GRMZM5G895150	Zm00001eb203250
OG0006927	GRMZM2G138600, GRMZM2G173063	Zm00001eb304260
OG0006928	GRMZM2G057296, GRMZM2G154671	Zm00001eb304280
OG0006929	GRMZM2G077488	Zm00001eb186400, Zm00001eb027790
OG0006930	GRMZM2G114332, GRMZM2G014872	Zm00001eb027830
OG0006931	GRMZM2G159587, GRMZM2G145311	Zm00001eb027920
OG0006933	GRMZM5G852911	Zm00001eb145060, Zm00001eb028150
OG0006934	GRMZM2G379770, GRMZM2G406713	Zm00001eb110490
OG0006935	GRMZM2G346995, GRMZM2G463630	Zm00001eb028340
OG0006936	GRMZM2G006704, GRMZM2G122481	Zm00001eb028440
OG0006937	GRMZM2G058348	Zm00001eb412230, Zm00001eb162500
OG0006938	GRMZM2G068697, GRMZM2G058382	Zm00001eb407980
OG0006939	GRMZM2G048883, GRMZM2G137239	Zm00001eb028670
OG0006941	GRMZM2G081977, GRMZM5G815449	Zm00001eb028720
OG0006942	GRMZM2G051675, GRMZM5G836444	Zm00001eb063880
OG0006943	GRMZM2G322024	Zm00001eb214460, Zm00001eb028750
OG0006944	GRMZM2G376927	Zm00001eb028760, Zm00001eb124260
OG0006945	GRMZM2G376727, GRMZM2G067476	Zm00001eb028940
OG0006946	GRMZM2G456357, GRMZM5G824236	Zm00001eb028990
OG0006947	GRMZM2G088004, GRMZM2G318944	Zm00001eb073780
OG0006948	GRMZM2G167806, GRMZM2G512360	Zm00001eb411330
OG0006950	GRMZM2G399325	Zm00001eb360450, Zm00001eb029400
OG0006951	GRMZM2G321747	Zm00001eb294730, Zm00001eb136340
OG0006952	GRMZM2G147884, GRMZM2G393594	Zm00001eb079760
OG0006953	GRMZM2G010221, GRMZM2G091776	Zm00001eb207080
OG0006954	GRMZM2G058057, GRMZM2G074368	Zm00001eb050060
OG0006955	GRMZM2G076911	Zm00001eb020260, Zm00001eb029550
OG0006956	GRMZM2G388776, GRMZM2G088490	Zm00001eb029700
OG0006957	GRMZM2G181254, GRMZM2G179121	Zm00001eb029770
OG0006959	GRMZM2G027431, GRMZM2G094514	Zm00001eb411230
OG0006960	GRMZM2G116563, GRMZM2G148047	Zm00001eb250310
OG0006961	GRMZM2G139324, GRMZM2G061655	Zm00001eb134870
OG0006963	GRMZM2G086835, GRMZM2G426125	Zm00001eb134890
OG0006964	GRMZM2G132450	Zm00001eb030110, Zm00001eb030170
OG0006965	GRMZM2G078204, GRMZM2G174645	Zm00001eb219080
OG0006966	GRMZM2G158457, GRMZM2G168913	Zm00001eb320420
OG0006967	GRMZM2G703790, GRMZM2G471627	Zm00001eb279140
OG0006968	GRMZM2G427635, GRMZM2G042776	Zm00001eb030340
OG0006969	GRMZM2G034563, GRMZM2G370425	Zm00001eb135200
OG0006970	GRMZM2G360626, GRMZM6G443309	Zm00001eb030660
OG0006971	GRMZM2G351775, GRMZM2G071385	Zm00001eb346620
OG0006972	GRMZM2G038893	Zm00001eb030730, Zm00001eb030740
OG0006973	GRMZM2G017405	Zm00001eb030850, Zm00001eb030810
OG0006975	GRMZM2G386582	Zm00001eb031070, Zm00001eb031060
OG0006978	GRMZM2G097064	Zm00001eb031140, Zm00001eb135510
OG0006979	GRMZM2G069758, GRMZM2G398107	Zm00001eb135500
OG0006980	GRMZM2G100192, GRMZM2G062310	Zm00001eb046490
OG0006981	GRMZM2G009820, GRMZM2G100260	Zm00001eb122370
OG0006982	GRMZM2G015097	Zm00001eb135740, Zm00001eb031300
OG0006983	GRMZM2G019926, GRMZM2G520862	Zm00001eb031330
OG0006984	GRMZM2G072939, GRMZM2G432931	Zm00001eb031350
OG0006985	GRMZM2G332821	Zm00001eb148870, Zm00001eb031390
OG0006986	GRMZM2G480705, GRMZM2G395721	Zm00001eb031440
OG0006988	GRMZM2G002993, GRMZM5G836977	Zm00001eb135980
OG0006989	GRMZM2G119339	Zm00001eb136170, Zm00001eb031730
OG0006990	GRMZM2G082998, GRMZM2G099206	Zm00001eb031790
OG0006991	GRMZM2G019961, GRMZM2G416452	Zm00001eb393780
OG0006993	GRMZM2G099542, GRMZM2G162931	Zm00001eb031930
OG0006994	GRMZM5G858784, GRMZM2G407181	Zm00001eb031940
OG0006995	GRMZM2G512971, GRMZM2G028900	Zm00001eb031980
OG0006996	GRMZM2G090379	Zm00001eb299350, Zm00001eb032010
OG0006997	GRMZM2G091278, GRMZM2G349268	Zm00001eb032020
OG0006998	GRMZM2G022365	Zm00001eb134600, Zm00001eb032060
OG0006999	GRMZM2G176455, GRMZM2G168314	Zm00001eb267070
OG0007000	GRMZM2G169211, GRMZM2G172086	Zm00001eb348160
OG0007001	GRMZM2G000846, GRMZM2G016866	Zm00001eb374560
OG0007002	GRMZM2G449274	Zm00001eb218310, Zm00001eb032310
OG0007003	GRMZM2G443308, GRMZM2G013842	Zm00001eb032480
OG0007004	GRMZM2G108859, GRMZM2G359779	Zm00001eb086360
OG0007006	GRMZM2G080603	Zm00001eb032690, Zm00001eb134340
OG0007008	GRMZM2G131245, GRMZM2G027638	Zm00001eb032750
OG0007010	GRMZM2G067162, GRMZM2G110395	Zm00001eb134140
OG0007011	GRMZM2G128986, GRMZM2G358924	Zm00001eb217410
OG0007012	GRMZM2G051168	Zm00001eb032920, Zm00001eb032900
OG0007013	GRMZM2G161335	Zm00001eb165590, Zm00001eb033030
OG0007014	GRMZM2G541900, GRMZM2G082260	Zm00001eb148300
OG0007015	GRMZM2G123113, GRMZM2G086258	Zm00001eb033390
OG0007016	GRMZM2G461846, GRMZM2G086365	Zm00001eb033400
OG0007017	GRMZM2G082586, GRMZM2G314060	Zm00001eb315610
OG0007018	GRMZM2G175955	Zm00001eb033510, Zm00001eb269410
OG0007019	GRMZM5G850092, GRMZM2G379179	Zm00001eb033570
OG0007020	GRMZM2G025983, GRMZM2G010649	Zm00001eb378810
OG0007021	GRMZM2G019209, GRMZM2G152555	Zm00001eb033760
OG0007023	GRMZM2G005840	Zm00001eb199340, Zm00001eb033790
OG0007024	GRMZM2G050177, GRMZM2G037265	Zm00001eb033870
OG0007025	GRMZM2G037615, GRMZM2G050273	Zm00001eb033880
OG0007026	GRMZM2G113196	Zm00001eb133160, Zm00001eb033920
OG0007027	GRMZM2G113718, GRMZM2G066996	Zm00001eb219170
OG0007029	GRMZM2G438824, GRMZM2G017629	Zm00001eb034240
OG0007030	GRMZM2G092129, GRMZM2G026393	Zm00001eb305750
OG0007031	GRMZM2G037930, GRMZM2G084168	Zm00001eb129620
OG0007032	GRMZM2G126481, GRMZM2G384731	Zm00001eb034440
OG0007034	GRMZM2G349864, GRMZM2G308597	Zm00001eb034530
OG0007035	GRMZM2G119511, GRMZM2G359559	Zm00001eb034570
OG0007036	GRMZM2G038799, GRMZM2G419436	Zm00001eb034460
OG0007037	GRMZM2G119547, GRMZM2G025290	Zm00001eb241360
OG0007038	GRMZM2G038789, GRMZM2G124428	Zm00001eb034480
OG0007039	GRMZM5G832154	Zm00001eb034560, Zm00001eb034550
OG0007042	GRMZM2G394465, GRMZM2G441903	Zm00001eb034760
OG0007043	GRMZM2G050427, GRMZM2G020478	Zm00001eb034780
OG0007044	GRMZM2G115462, GRMZM2G064914	Zm00001eb144680
OG0007045	GRMZM2G022499	Zm00001eb035050, Zm00001eb199910
OG0007046	GRMZM2G130659, GRMZM5G814057	Zm00001eb035160
OG0007047	GRMZM2G357919, GRMZM2G042622	Zm00001eb035220
OG0007048	GRMZM2G088627	Zm00001eb090360, Zm00001eb035260
OG0007050	GRMZM2G419244, GRMZM2G172723	Zm00001eb035340
OG0007051	GRMZM2G168893, GRMZM2G004683	Zm00001eb317040
OG0007052	GRMZM2G016088	Zm00001eb035450, Zm00001eb145830
OG0007053	GRMZM2G123969, GRMZM2G044137	Zm00001eb291240
OG0007054	GRMZM2G166407, GRMZM2G022575	Zm00001eb035670
OG0007055	GRMZM2G076257, GRMZM2G137250	Zm00001eb035760
OG0007056	GRMZM2G067049, GRMZM2G075496	Zm00001eb174710
OG0007057	GRMZM2G337139	Zm00001eb035900, Zm00001eb328550
OG0007058	GRMZM2G386209, GRMZM2G065244	Zm00001eb035970
OG0007060	GRMZM2G007488, GRMZM2G096585	Zm00001eb036130
OG0007061	GRMZM2G703858, GRMZM2G012229	Zm00001eb210800
OG0007062	GRMZM2G045914, GRMZM2G012453	Zm00001eb036270
OG0007064	GRMZM2G424241	Zm00001eb036350, Zm00001eb169940
OG0007065	GRMZM2G124357, GRMZM2G010154	Zm00001eb262570
OG0007066	GRMZM2G421556	Zm00001eb250490, Zm00001eb036490
OG0007067	GRMZM2G114727, GRMZM2G386362	Zm00001eb067930
OG0007069	GRMZM2G054252	Zm00001eb175500, Zm00001eb036920
OG0007070	GRMZM2G317770	Zm00001eb037080, Zm00001eb318070
OG0007072	GRMZM2G332294	Zm00001eb037290, Zm00001eb198410
OG0007073	GRMZM5G826149, GRMZM5G857133	Zm00001eb102810
OG0007074	GRMZM2G107336	Zm00001eb198430, Zm00001eb037330
OG0007075	GRMZM2G464422, GRMZM2G051795	Zm00001eb037340
OG0007076	GRMZM2G045503	Zm00001eb037380, Zm00001eb310040
OG0007077	GRMZM2G375833, GRMZM2G025854	Zm00001eb159720
OG0007078	GRMZM2G107031	Zm00001eb037480, Zm00001eb103060
OG0007080	GRMZM2G070374, GRMZM2G123094	Zm00001eb037730
OG0007082	GRMZM2G113370, GRMZM2G146926	Zm00001eb107550
OG0007084	GRMZM2G426050	Zm00001eb037910, Zm00001eb142070
OG0007087	GRMZM2G004191, GRMZM2G081377	Zm00001eb114560
OG0007088	GRMZM2G026335, GRMZM2G115750	Zm00001eb038510
OG0007089	GRMZM2G165011, GRMZM2G354805	Zm00001eb038640
OG0007090	GRMZM2G309269, GRMZM2G491632	Zm00001eb038700
OG0007091	GRMZM2G048287, GRMZM2G090115	Zm00001eb400790
OG0007092	GRMZM2G109977	Zm00001eb038900, Zm00001eb175830
OG0007093	GRMZM2G470461, GRMZM2G086119	Zm00001eb331120
OG0007094	GRMZM2G057649, GRMZM2G086123	Zm00001eb039020
OG0007095	GRMZM2G006585, GRMZM2G171934	Zm00001eb341550
OG0007096	GRMZM2G171948, GRMZM2G414225	Zm00001eb421800
OG0007097	GRMZM2G353550	Zm00001eb039250, Zm00001eb318690
OG0007098	GRMZM2G348884, GRMZM2G320708	Zm00001eb091070
OG0007099	GRMZM5G837969, GRMZM2G050166	Zm00001eb378450
OG0007100	GRMZM2G144978	Zm00001eb039490, Zm00001eb039450
OG0007101	GRMZM2G025488, GRMZM5G871109	Zm00001eb039740
OG0007102	GRMZM2G138040, GRMZM2G346513	Zm00001eb087210
OG0007103	GRMZM2G151585	Zm00001eb026740, Zm00001eb320700
OG0007104	GRMZM2G179666	Zm00001eb039780, Zm00001eb360410
OG0007105	GRMZM2G480777, GRMZM2G173649	Zm00001eb424650
OG0007106	GRMZM2G079050, GRMZM2G409960	Zm00001eb234910
OG0007108	GRMZM2G084583, GRMZM2G419239	Zm00001eb040070
OG0007109	GRMZM2G037839, GRMZM2G477205	Zm00001eb202700
OG0007110	GRMZM2G010505, GRMZM2G337479	Zm00001eb111330
OG0007111	GRMZM2G089528, GRMZM2G158342	Zm00001eb123110
OG0007112	GRMZM2G363004	Zm00001eb040300, Zm00001eb040290
OG0007113	GRMZM2G388134, GRMZM2G388140	Zm00001eb040340
OG0007114	GRMZM2G005146, GRMZM2G125557	Zm00001eb040560
OG0007117	GRMZM2G129879	Zm00001eb040730, Zm00001eb313760
OG0007118	GRMZM2G031584, GRMZM2G346379	Zm00001eb142570
OG0007119	GRMZM5G845339, GRMZM5G820727	Zm00001eb040870
OG0007120	GRMZM2G373859	Zm00001eb177090, Zm00001eb040900
OG0007121	GRMZM2G128605	Zm00001eb170050, Zm00001eb266630
OG0007122	GRMZM2G086777, GRMZM2G155807	Zm00001eb272390
OG0007123	GRMZM2G131165, GRMZM2G156296	Zm00001eb041100
OG0007124	GRMZM2G067235	Zm00001eb041220, Zm00001eb179870
