Orthogroup	v5	v2
OG0008739	Zm00001eb028050, Zm00001eb169180	GRMZM2G327884
OG0008740	Zm00001eb169400	GRMZM2G702191, GRMZM2G149108
OG0008741	Zm00001eb178910	GRMZM2G386614, GRMZM2G063800
OG0008742	Zm00001eb200430	GRMZM2G173103, GRMZM2G008106
OG0008743	Zm00001eb421970	GRMZM2G112772, GRMZM2G164645
OG0008744	Zm00001eb169970, Zm00001eb229260	GRMZM2G101446
OG0008745	Zm00001eb170190, Zm00001eb113060	GRMZM2G122954
OG0008746	Zm00001eb170360	GRMZM5G836873, GRMZM2G047791
OG0008747	Zm00001eb170460	GRMZM2G162829, GRMZM2G393450
OG0008748	Zm00001eb227540	GRMZM5G841563, GRMZM2G085089
OG0008749	Zm00001eb170580, Zm00001eb170560	GRMZM2G181456
OG0008750	Zm00001eb170700, Zm00001eb222740	GRMZM2G101472
OG0008751	Zm00001eb042730	GRMZM5G894932, GRMZM2G073916
OG0008752	Zm00001eb291680	GRMZM2G566436, GRMZM2G051042
OG0008754	Zm00001eb170920	GRMZM2G176173, GRMZM2G092363
OG0008756	Zm00001eb171000	GRMZM5G834199, GRMZM2G090469
OG0008757	Zm00001eb171040	GRMZM2G146858, GRMZM2G003814
OG0008758	Zm00001eb307090	GRMZM2G444150, GRMZM2G515595
OG0008759	Zm00001eb413580	GRMZM2G477161, GRMZM2G146115
OG0008760	Zm00001eb408250	GRMZM2G103662, GRMZM2G002472
OG0008761	Zm00001eb259910	GRMZM2G176878, GRMZM2G436659
OG0008762	Zm00001eb413390	GRMZM2G016841, GRMZM2G005938
OG0008763	Zm00001eb413270	GRMZM2G426564, GRMZM2G142620
OG0008764	Zm00001eb171620, Zm00001eb171560	GRMZM2G148014
OG0008765	Zm00001eb386760	GRMZM2G094781, GRMZM2G381649
OG0008766	Zm00001eb298510	GRMZM2G354878, GRMZM2G108589
OG0008767	Zm00001eb415530	GRMZM2G124115, GRMZM2G042992
OG0008769	Zm00001eb172450	GRMZM2G474769, GRMZM2G014902
OG0008770	Zm00001eb415940	GRMZM2G123886, GRMZM2G055499
OG0008771	Zm00001eb226560	GRMZM2G066555, GRMZM2G042681
OG0008772	Zm00001eb416190	GRMZM2G333183, GRMZM2G441722
OG0008773	Zm00001eb172780	GRMZM2G071145, GRMZM2G088549
OG0008774	Zm00001eb172810	GRMZM2G027472, GRMZM2G054359
OG0008775	Zm00001eb416330	GRMZM5G813352, GRMZM2G123410
OG0008776	Zm00001eb379780	GRMZM2G062971, GRMZM2G335669
OG0008777	Zm00001eb009670, Zm00001eb431680	GRMZM2G324671
OG0008778	Zm00001eb173170	GRMZM2G041030, GRMZM2G131329
OG0008779	Zm00001eb173260	GRMZM2G048944, GRMZM2G131473
OG0008780	Zm00001eb173320, Zm00001eb261590	GRMZM2G007981
OG0008781	Zm00001eb182900, Zm00001eb173330	GRMZM2G007587
OG0008782	Zm00001eb173560	GRMZM2G064133, GRMZM2G428413
OG0008783	Zm00001eb173660, Zm00001eb115620	GRMZM2G062476
OG0008784	Zm00001eb173900, Zm00001eb236880	GRMZM2G112792
OG0008785	Zm00001eb173990, Zm00001eb260600	GRMZM2G105438
OG0008786	Zm00001eb260240, Zm00001eb174330	GRMZM5G863229
OG0008787	Zm00001eb225660	GRMZM2G477829, GRMZM2G309990
OG0008788	Zm00001eb035720, Zm00001eb174650	GRMZM2G009214
OG0008789	Zm00001eb370090	GRMZM2G116086, GRMZM2G401152
OG0008790	Zm00001eb175150, Zm00001eb175190	GRMZM2G101511
OG0008791	Zm00001eb287470	GRMZM2G100282, GRMZM5G866861
OG0008792	Zm00001eb289090	GRMZM2G129234, GRMZM2G100351
OG0008793	Zm00001eb175350	GRMZM5G828153, GRMZM5G828993
OG0008794	Zm00001eb391210	GRMZM2G490260, GRMZM5G818887
OG0008795	Zm00001eb175520, Zm00001eb036960	GRMZM2G325580
OG0008796	Zm00001eb175560, Zm00001eb037020	GRMZM2G107289
OG0008797	Zm00001eb175570, Zm00001eb358070	GRMZM2G387480
OG0008798	Zm00001eb038620, Zm00001eb175620	GRMZM2G014832
OG0008799	Zm00001eb347590	GRMZM2G427450, GRMZM2G006661
OG0008800	Zm00001eb175840, Zm00001eb038920	GRMZM2G125777
OG0008801	Zm00001eb039280, Zm00001eb175950	GRMZM2G002704
OG0008802	Zm00001eb175970, Zm00001eb039310	GRMZM2G014069
OG0008803	Zm00001eb183450, Zm00001eb176060	GRMZM2G135068
OG0008804	Zm00001eb222140	GRMZM2G423351, GRMZM2G354500
OG0008805	Zm00001eb420690	GRMZM2G107982, GRMZM2G053811
OG0008806	Zm00001eb310230	GRMZM5G864377, GRMZM2G479906
OG0008808	Zm00001eb319970	GRMZM2G345223, GRMZM2G160922
OG0008810	Zm00001eb426020	GRMZM2G373410, GRMZM2G369071
OG0008811	Zm00001eb284870	GRMZM5G823310, GRMZM2G307720
OG0008812	Zm00001eb177290, Zm00001eb109530	GRMZM2G094500
OG0008813	Zm00001eb040350, Zm00001eb177310	GRMZM2G075775
OG0008814	Zm00001eb177340	GRMZM2G015369, GRMZM2G037941
OG0008815	Zm00001eb177630, Zm00001eb069200	GRMZM2G115775
OG0008816	Zm00001eb222530, Zm00001eb177680	GRMZM2G019574
OG0008817	Zm00001eb259440, Zm00001eb177750	GRMZM2G426888
OG0008818	Zm00001eb353150, Zm00001eb177850	GRMZM2G059618
OG0008819	Zm00001eb177890, Zm00001eb177900	GRMZM2G400129
OG0008820	Zm00001eb178160	GRMZM2G148561, GRMZM2G090594
OG0008821	Zm00001eb342050	GRMZM2G113131, GRMZM2G561684
OG0008823	Zm00001eb412000	GRMZM6G902674, GRMZM2G056756
OG0008824	Zm00001eb249240	GRMZM2G388070, GRMZM2G398500
OG0008826	Zm00001eb423580	GRMZM2G359438, GRMZM2G088228
OG0008827	Zm00001eb178350	GRMZM2G137775, GRMZM2G128907
OG0008830	Zm00001eb410930	GRMZM2G044886, GRMZM2G383088
OG0008831	Zm00001eb429990	GRMZM2G097628, GRMZM2G178554
OG0008832	Zm00001eb260030, Zm00001eb178570	GRMZM5G815851
OG0008833	Zm00001eb178740, Zm00001eb042180	GRMZM2G079768
OG0008834	Zm00001eb238880, Zm00001eb178800	GRMZM2G080281
OG0008835	Zm00001eb178820	GRMZM2G082180, GRMZM2G154228
OG0008836	Zm00001eb178930	GRMZM2G056350, GRMZM2G028672
OG0008837	Zm00001eb179430, Zm00001eb179420	GRMZM2G004850
OG0008838	Zm00001eb179510, Zm00001eb041760	GRMZM2G135770
OG0008839	Zm00001eb179810	GRMZM2G038221, GRMZM2G035268
OG0008840	Zm00001eb041310, Zm00001eb180020	GRMZM2G370863
OG0008841	Zm00001eb046780, Zm00001eb025230	GRMZM2G091932
OG0008845	Zm00001eb038190, Zm00001eb180330	GRMZM2G064193
OG0008848	Zm00001eb225900	GRMZM2G524852, GRMZM2G082811
OG0008850	Zm00001eb180450	GRMZM2G172649, GRMZM2G316275
OG0008852	Zm00001eb180610	GRMZM2G016845, GRMZM2G301000
OG0008853	Zm00001eb221680	GRMZM2G063758, GRMZM2G068566
OG0008854	Zm00001eb044330, Zm00001eb279600	GRMZM2G343541
OG0008855	Zm00001eb180740	GRMZM2G355221, GRMZM2G158103
OG0008856	Zm00001eb411280	GRMZM5G804247, GRMZM2G378949
OG0008857	Zm00001eb392910	GRMZM2G125813, GRMZM2G576477
OG0008858	Zm00001eb181120	GRMZM2G088258, GRMZM2G030128
OG0008859	Zm00001eb181030	GRMZM2G028766, GRMZM2G012690
OG0008860	Zm00001eb241690	GRMZM2G360589, GRMZM2G454351
OG0008861	Zm00001eb181320, Zm00001eb181290	GRMZM2G015190
OG0008863	Zm00001eb181980	GRMZM2G178750, GRMZM2G134563
OG0008866	Zm00001eb365590	GRMZM5G805585, GRMZM2G168155
OG0008867	Zm00001eb312690	GRMZM2G700193, GRMZM2G702523
OG0008868	Zm00001eb302860	GRMZM2G047659, GRMZM2G057268
OG0008869	Zm00001eb181490, Zm00001eb108700	GRMZM2G702526
OG0008870	Zm00001eb181570	GRMZM2G461465, GRMZM5G830457
OG0008871	Zm00001eb181710	GRMZM2G443444, GRMZM2G165483
OG0008872	Zm00001eb182010	GRMZM2G561209, GRMZM2G147288
OG0008873	Zm00001eb182020	GRMZM2G039841, GRMZM2G147279
OG0008874	Zm00001eb182070	GRMZM2G337749, GRMZM2G064145
OG0008875	Zm00001eb182260	GRMZM2G137413, GRMZM2G181244
OG0008876	Zm00001eb182300, Zm00001eb168040	GRMZM2G139740
OG0008877	Zm00001eb182310	GRMZM2G009019, GRMZM2G021607
OG0008879	Zm00001eb182710, Zm00001eb415670	GRMZM2G104718
OG0008880	Zm00001eb244590, Zm00001eb182750	GRMZM2G069678
OG0008882	Zm00001eb333030	GRMZM2G157012, GRMZM2G175071
OG0008883	Zm00001eb006340, Zm00001eb183180	GRMZM2G081712
OG0008884	Zm00001eb295330, Zm00001eb295340	GRMZM2G402638
OG0008885	Zm00001eb245680, Zm00001eb183400	GRMZM2G349745
OG0008886	Zm00001eb183530, Zm00001eb245840	GRMZM2G159691
OG0008887	Zm00001eb245920	GRMZM2G092780, GRMZM2G020388
OG0008888	Zm00001eb183620	GRMZM2G165257, GRMZM2G120401
OG0008889	Zm00001eb200220	GRMZM2G125206, GRMZM2G139670
OG0008890	Zm00001eb183910, Zm00001eb246230	GRMZM2G132682
OG0008891	Zm00001eb184040	GRMZM2G072690, GRMZM2G005229
OG0008893	Zm00001eb180250	GRMZM5G819982, GRMZM5G867581
OG0008894	Zm00001eb184240, Zm00001eb184160	GRMZM2G160174
OG0008895	Zm00001eb184440	GRMZM5G806469, GRMZM2G512113
OG0008896	Zm00001eb246930	GRMZM2G099850, GRMZM2G034797
OG0008897	Zm00001eb330860, Zm00001eb184690	GRMZM2G439284
OG0008898	Zm00001eb191490	GRMZM5G882739, GRMZM5G845644
OG0008899	Zm00001eb245970	GRMZM5G853657, GRMZM5G856732
OG0008900	Zm00001eb184970	GRMZM2G162012, GRMZM2G112387
OG0008901	Zm00001eb292130	GRMZM2G089599, GRMZM2G074162
OG0008904	Zm00001eb185290, Zm00001eb247720	GRMZM2G081406
OG0008905	Zm00001eb337960	GRMZM2G446666, GRMZM2G075531
OG0008907	Zm00001eb185730	GRMZM2G036502, GRMZM5G871482
OG0008908	Zm00001eb075700, Zm00001eb185780	GRMZM2G099109
OG0008909	Zm00001eb248590	GRMZM2G040924, GRMZM2G111045
OG0008910	Zm00001eb132270, Zm00001eb132280	GRMZM2G306802
OG0008911	Zm00001eb303300	GRMZM2G447876, GRMZM2G473792
OG0008912	Zm00001eb186060	GRMZM2G391596, GRMZM2G432060
OG0008913	Zm00001eb428640	GRMZM2G077082, GRMZM2G431966
OG0008914	Zm00001eb186250, Zm00001eb075040	GRMZM2G101687
OG0008915	Zm00001eb249040	GRMZM2G156575, GRMZM2G478362
OG0008916	Zm00001eb186300, Zm00001eb075000	GRMZM2G082940
OG0008917	Zm00001eb249280	GRMZM2G094768, GRMZM2G145221
OG0008918	Zm00001eb057530, Zm00001eb214760	GRMZM2G150710
OG0008919	Zm00001eb186470	GRMZM2G405262, GRMZM2G076458
OG0008920	Zm00001eb186560	GRMZM2G027447, GRMZM2G303547
OG0008921	Zm00001eb249550, Zm00001eb186600	GRMZM2G059021
OG0008922	Zm00001eb186620	GRMZM2G148485, GRMZM2G026956
OG0008923	Zm00001eb249610, Zm00001eb186650	GRMZM2G114660
OG0008924	Zm00001eb186680	GRMZM2G342691, GRMZM2G430224
OG0008925	Zm00001eb186710	GRMZM2G174537, GRMZM2G329532
OG0008926	Zm00001eb186760	GRMZM2G111894, GRMZM2G346601
OG0008927	Zm00001eb233010	GRMZM2G004078, GRMZM2G168420
OG0008928	Zm00001eb187000	GRMZM2G073770, GRMZM2G113238
OG0008929	Zm00001eb352690, Zm00001eb230790	GRMZM2G300463
OG0008930	Zm00001eb250670, Zm00001eb187250	GRMZM5G835542
OG0008931	Zm00001eb187290	GRMZM2G071277, GRMZM2G044537
OG0008932	Zm00001eb340110	GRMZM2G003539, GRMZM2G037855
OG0008933	Zm00001eb250810, Zm00001eb187400	GRMZM2G528010
OG0008934	Zm00001eb187730	GRMZM2G091044, GRMZM2G004548
OG0008935	Zm00001eb380370	GRMZM2G059338, GRMZM2G027926
OG0008936	Zm00001eb251370	GRMZM2G112198, GRMZM2G060837
OG0008937	Zm00001eb338280	GRMZM2G096647, GRMZM2G050405
OG0008938	Zm00001eb188060	GRMZM2G114081, GRMZM2G106931
OG0008939	Zm00001eb193090	GRMZM2G348602, GRMZM2G047414
OG0008940	Zm00001eb297550	GRMZM2G456570, GRMZM2G178811
OG0008941	Zm00001eb309350	GRMZM2G128434, GRMZM2G110244
OG0008942	Zm00001eb188350	GRMZM2G073339, GRMZM2G057031
OG0008943	Zm00001eb364980, Zm00001eb188450	GRMZM2G110483
OG0008944	Zm00001eb352380	GRMZM2G073235, GRMZM2G172443
OG0008945	Zm00001eb442030, Zm00001eb188980	GRMZM2G064960
OG0008946	Zm00001eb252740, Zm00001eb189000	GRMZM2G061303
OG0008948	Zm00001eb189020, Zm00001eb285300	GRMZM2G169911
OG0008949	Zm00001eb189410, Zm00001eb352990	GRMZM2G011015
OG0008950	Zm00001eb189540	GRMZM2G427319, GRMZM2G020738
OG0008951	Zm00001eb189700	GRMZM2G332697, GRMZM2G454184
OG0008952	Zm00001eb189800, Zm00001eb189760	GRMZM2G088865
OG0008953	Zm00001eb189900, Zm00001eb253470	GRMZM2G021339
OG0008954	Zm00001eb288030	GRMZM2G317331, GRMZM2G167294
OG0008955	Zm00001eb380260	GRMZM2G125268, GRMZM2G058675
OG0008956	Zm00001eb199330	GRMZM2G145765, GRMZM2G050218
OG0008957	Zm00001eb190230	GRMZM2G155343, GRMZM2G063426
OG0008958	Zm00001eb190390, Zm00001eb289130	GRMZM2G168337
OG0008959	Zm00001eb131640, Zm00001eb190510	GRMZM2G140832
OG0008960	Zm00001eb270260, Zm00001eb190520	GRMZM2G329111
OG0008961	Zm00001eb190540	GRMZM2G017365, GRMZM2G491551
OG0008962	Zm00001eb190620	GRMZM2G133752, GRMZM2G344967
OG0008963	Zm00001eb431490	GRMZM2G023387, GRMZM2G006062
OG0008964	Zm00001eb190770	GRMZM2G124312, GRMZM2G006006
OG0008965	Zm00001eb292650	GRMZM2G070192, GRMZM2G123818
OG0008966	Zm00001eb190850	GRMZM2G024331, GRMZM2G133595
OG0008967	Zm00001eb190860	GRMZM2G441687, GRMZM2G337701
OG0008968	Zm00001eb190930	GRMZM2G081965, GRMZM2G095069
OG0008969	Zm00001eb191410	GRMZM2G479804, GRMZM2G056582
OG0008970	Zm00001eb191420	GRMZM2G143650, GRMZM2G157369
OG0008971	Zm00001eb191560	GRMZM5G811428, GRMZM2G102815
OG0008973	Zm00001eb258380	GRMZM2G168335, GRMZM2G364068
OG0008974	Zm00001eb191930	GRMZM5G885029, GRMZM2G178398
OG0008975	Zm00001eb258250	GRMZM2G008834, GRMZM2G410487
OG0008976	Zm00001eb177910	GRMZM5G817422, GRMZM5G863619
OG0008977	Zm00001eb320360, Zm00001eb192140	GRMZM5G806771
OG0008978	Zm00001eb192200	GRMZM2G180419, GRMZM2G043921
OG0008979	Zm00001eb234340	GRMZM2G344376, GRMZM2G409927
OG0008981	Zm00001eb192580, Zm00001eb257600	GRMZM2G135073
OG0008982	Zm00001eb192640	GRMZM2G170769, GRMZM2G446313
OG0008983	Zm00001eb257360	GRMZM2G377020, GRMZM2G089466
OG0008984	Zm00001eb231190, Zm00001eb192890	GRMZM2G181358
OG0008985	Zm00001eb256730, Zm00001eb193180	GRMZM2G105335
OG0008986	Zm00001eb256690	GRMZM2G416024, GRMZM2G049194
OG0008987	Zm00001eb256540	GRMZM2G139292, GRMZM5G862882
OG0008988	Zm00001eb193360	GRMZM2G126732, GRMZM2G052422
OG0008989	Zm00001eb193550	GRMZM2G011110, GRMZM2G084264
OG0008990	Zm00001eb193570	GRMZM2G473016, GRMZM2G021480
OG0008992	Zm00001eb193730	GRMZM2G084570, GRMZM5G854731
OG0008993	Zm00001eb255590	GRMZM2G313027, GRMZM2G075044
OG0008994	Zm00001eb255470, Zm00001eb193900	GRMZM2G008839
OG0008995	Zm00001eb194040	GRMZM2G046353, GRMZM2G005384
OG0008996	Zm00001eb194080	GRMZM2G470524, GRMZM2G383920
OG0008997	Zm00001eb095680, Zm00001eb194200	GRMZM2G087137
OG0008998	Zm00001eb194330	GRMZM2G012269, GRMZM2G025470
OG0008999	Zm00001eb194340	GRMZM2G025409, GRMZM2G313326
OG0009000	Zm00001eb254900, Zm00001eb372510	GRMZM2G042101
OG0009001	Zm00001eb372390, Zm00001eb194520	GRMZM2G166940
OG0009002	Zm00001eb194620	GRMZM2G140651, GRMZM2G080079
OG0009003	Zm00001eb254260, Zm00001eb194680	GRMZM2G001953
OG0009004	Zm00001eb254250, Zm00001eb194690	GRMZM2G503738
OG0009005	Zm00001eb279880	GRMZM2G021337, GRMZM2G005454
OG0009006	Zm00001eb285820	GRMZM2G020998, GRMZM2G411308
OG0009007	Zm00001eb195010, Zm00001eb404870	GRMZM2G325575
OG0009008	Zm00001eb252420	GRMZM2G315127, GRMZM2G507091
OG0009009	Zm00001eb326550	GRMZM2G702733, GRMZM2G418899
OG0009010	Zm00001eb195570	GRMZM2G372390, GRMZM2G415955
OG0009011	Zm00001eb195760	GRMZM2G158316, GRMZM2G116535
OG0009012	Zm00001eb196120, Zm00001eb196000	GRMZM2G464037
OG0009013	Zm00001eb196240, Zm00001eb389260	GRMZM2G171702
OG0009014	Zm00001eb196350	GRMZM2G076087, GRMZM2G180256
OG0009016	Zm00001eb196450	GRMZM2G334419, GRMZM2G403493
OG0009017	Zm00001eb347750, Zm00001eb315700	GRMZM2G308467
OG0009018	Zm00001eb405030	GRMZM2G012384, GRMZM2G129954
OG0009019	Zm00001eb196640	GRMZM2G003762, GRMZM2G119219
OG0009020	Zm00001eb196690, Zm00001eb341240	GRMZM2G041277
OG0009022	Zm00001eb307530	GRMZM2G143886, GRMZM2G100248
OG0009025	Zm00001eb406990, Zm00001eb197320	GRMZM2G045704
OG0009026	Zm00001eb225460	GRMZM2G701513, GRMZM2G066047
OG0009027	Zm00001eb225470	GRMZM2G066103, GRMZM2G060150
OG0009028	Zm00001eb197470, Zm00001eb197450	GRMZM2G160924
OG0009029	Zm00001eb407090, Zm00001eb197520	GRMZM2G013191
OG0009030	Zm00001eb353880	GRMZM2G157188, GRMZM2G008776
OG0009031	Zm00001eb197850	GRMZM5G842423, GRMZM2G366981
OG0009032	Zm00001eb317490	GRMZM2G150100, GRMZM2G070515
OG0009033	Zm00001eb037570, Zm00001eb198560	GRMZM2G157481
OG0009034	Zm00001eb199050, Zm00001eb090260	GRMZM2G044107
OG0009035	Zm00001eb033630, Zm00001eb199200	GRMZM2G144480
OG0009036	Zm00001eb199240, Zm00001eb365800	GRMZM2G002286
OG0009037	Zm00001eb228560, Zm00001eb199290	GRMZM2G132057
OG0009038	Zm00001eb308160	GRMZM2G179424, GRMZM5G813036
OG0009039	Zm00001eb383030	GRMZM5G847618, GRMZM2G143898
OG0009040	Zm00001eb199720, Zm00001eb411870	GRMZM2G033236
OG0009041	Zm00001eb199730, Zm00001eb327550	GRMZM2G481904
OG0009042	Zm00001eb199770	GRMZM2G034947, GRMZM2G071880
OG0009043	Zm00001eb373420	GRMZM2G330455, GRMZM2G308083
OG0009044	Zm00001eb210250	GRMZM2G370693, GRMZM2G145283
OG0009045	Zm00001eb199840, Zm00001eb034970	GRMZM2G001541
OG0009046	Zm00001eb199890	GRMZM5G800033, GRMZM2G324378
OG0009047	Zm00001eb412140	GRMZM2G155211, GRMZM2G078042
OG0009048	Zm00001eb291370	GRMZM2G116335, GRMZM5G862757
OG0009049	Zm00001eb333920, Zm00001eb200130	GRMZM2G080519
OG0009050	Zm00001eb200210, Zm00001eb043900	GRMZM2G046111
OG0009051	Zm00001eb131880, Zm00001eb200390	GRMZM2G017411
OG0009052	Zm00001eb332150	GRMZM6G040576, GRMZM2G107006
OG0009053	Zm00001eb061810, Zm00001eb200750	GRMZM2G006780
OG0009054	Zm00001eb182210, Zm00001eb201020	GRMZM2G123728
OG0009055	Zm00001eb252900	GRMZM5G867878, GRMZM2G395419
OG0009057	Zm00001eb201090, Zm00001eb408110	GRMZM2G103013
OG0009059	Zm00001eb164600, Zm00001eb201370	GRMZM2G073290
OG0009060	Zm00001eb201430	GRMZM2G011821, GRMZM2G313199
OG0009061	Zm00001eb116430, Zm00001eb012450	GRMZM2G137165
OG0009062	Zm00001eb201540	GRMZM2G469679, GRMZM2G422305
OG0009063	Zm00001eb201620	GRMZM2G141574, GRMZM2G007784
OG0009064	Zm00001eb201680	GRMZM2G109071, GRMZM2G141584
OG0009065	Zm00001eb201820	GRMZM2G048353, GRMZM2G437040
OG0009068	Zm00001eb202050, Zm00001eb408480	GRMZM2G014409
OG0009069	Zm00001eb421880, Zm00001eb202100	GRMZM2G111425
OG0009070	Zm00001eb092040, Zm00001eb202410	GRMZM2G126148
OG0009071	Zm00001eb073240, Zm00001eb202580	GRMZM2G094123
OG0009072	Zm00001eb093790	GRMZM2G415176, GRMZM2G063495
OG0009073	Zm00001eb202660	GRMZM2G017606, GRMZM2G383739
OG0009075	Zm00001eb202910, Zm00001eb241090	GRMZM2G066222
OG0009076	Zm00001eb222180, Zm00001eb202930	GRMZM2G132363
OG0009077	Zm00001eb390790	GRMZM2G347960, GRMZM2G331105
OG0009078	Zm00001eb090570, Zm00001eb203270	GRMZM2G156283
OG0009079	Zm00001eb203580	GRMZM2G406075, GRMZM2G423111
OG0009080	Zm00001eb297210, Zm00001eb300200	GRMZM2G111608
OG0009081	Zm00001eb405210	GRMZM2G387881, GRMZM2G043150
OG0009082	Zm00001eb236840	GRMZM2G337068, GRMZM2G103864
OG0009083	Zm00001eb237910	GRMZM2G140561, GRMZM2G147772
OG0009084	Zm00001eb299930	GRMZM2G060866, GRMZM2G041530
OG0009085	Zm00001eb203880, Zm00001eb203910	GRMZM5G833292
OG0009086	Zm00001eb227360	GRMZM5G894115, GRMZM2G347605
OG0009087	Zm00001eb204020	GRMZM2G054233, GRMZM2G319595
OG0009088	Zm00001eb238210, Zm00001eb204130	GRMZM2G116640
OG0009089	Zm00001eb204230, Zm00001eb277950	GRMZM2G148118
OG0009090	Zm00001eb238220, Zm00001eb204450	GRMZM2G319056
OG0009091	Zm00001eb187420	GRMZM5G810246, GRMZM2G031996
OG0009092	Zm00001eb287130	GRMZM2G053921, GRMZM2G580907
OG0009093	Zm00001eb204760	GRMZM2G060344, GRMZM2G115240
OG0009095	Zm00001eb205000	GRMZM2G470863, GRMZM2G000281
OG0009096	Zm00001eb205050, Zm00001eb239770	GRMZM2G111886
OG0009097	Zm00001eb344170, Zm00001eb341170	GRMZM5G897033
OG0009098	Zm00001eb237290	GRMZM2G308441, GRMZM2G413064
OG0009099	Zm00001eb306920	GRMZM2G114387, GRMZM2G308436
OG0009101	Zm00001eb205330, Zm00001eb205340	GRMZM2G078799
OG0009102	Zm00001eb215640	GRMZM2G129681, GRMZM2G093446
OG0009103	Zm00001eb215620	GRMZM2G393925, GRMZM2G129554
OG0009104	Zm00001eb205590	GRMZM2G171452, GRMZM2G060513
OG0009105	Zm00001eb205690, Zm00001eb085700	GRMZM2G142039
OG0009106	Zm00001eb205830	GRMZM2G055789, GRMZM2G012393
OG0009107	Zm00001eb205840	GRMZM2G012340, GRMZM2G382052
OG0009108	Zm00001eb206040	GRMZM2G015419, GRMZM2G009479
OG0009109	Zm00001eb206360, Zm00001eb066890	GRMZM2G146028
OG0009110	Zm00001eb234830	GRMZM2G145996, GRMZM2G071626
OG0009111	Zm00001eb206390, Zm00001eb234780	GRMZM2G570768
OG0009112	Zm00001eb387350, Zm00001eb206410	GRMZM2G008859
OG0009114	Zm00001eb206500	GRMZM2G104357, GRMZM2G033781
OG0009115	Zm00001eb234090	GRMZM2G092917, GRMZM2G057328
OG0009116	Zm00001eb386830	GRMZM2G055243, GRMZM2G433591
OG0009117	Zm00001eb233530	GRMZM2G146614, GRMZM2G421946
OG0009118	Zm00001eb206940, Zm00001eb233430	GRMZM2G339909
OG0009119	Zm00001eb207020	GRMZM2G052902, GRMZM2G052948
OG0009120	Zm00001eb207010	GRMZM2G163813, GRMZM2G052921
OG0009121	Zm00001eb207110	GRMZM2G179248, GRMZM2G115340
OG0009122	Zm00001eb289060, Zm00001eb207120	GRMZM2G115342
OG0009123	Zm00001eb207140, Zm00001eb207260	GRMZM2G050994
OG0009124	Zm00001eb338130, Zm00001eb207280	GRMZM2G351747
OG0009125	Zm00001eb207390	GRMZM2G028571, GRMZM2G168629
OG0009126	Zm00001eb207400	GRMZM2G050080, GRMZM2G471304
OG0009127	Zm00001eb232870, Zm00001eb207410	GRMZM2G168888
OG0009128	Zm00001eb207440	GRMZM5G812139, GRMZM2G471479
OG0009129	Zm00001eb207490	GRMZM2G180738, GRMZM2G132854
OG0009130	Zm00001eb232730	GRMZM2G101818, GRMZM2G443332
OG0009131	Zm00001eb225200, Zm00001eb207560	GRMZM2G101872
OG0009133	Zm00001eb207700	GRMZM2G396601, GRMZM2G420010
OG0009134	Zm00001eb207750, Zm00001eb011510	GRMZM2G410963
OG0009135	Zm00001eb207920, Zm00001eb119360	GRMZM2G153797
OG0009136	Zm00001eb207930	GRMZM2G153899, GRMZM2G100240
OG0009137	Zm00001eb276600	GRMZM5G838422, GRMZM2G467686
OG0009138	Zm00001eb207990, Zm00001eb232390	GRMZM2G166044
OG0009139	Zm00001eb232160, Zm00001eb208070	GRMZM2G117441
OG0009140	Zm00001eb208310	GRMZM2G389768, GRMZM5G895313
OG0009141	Zm00001eb441760, Zm00001eb208370	GRMZM2G061078
OG0009142	Zm00001eb208600	GRMZM2G178100, GRMZM2G133979
OG0009143	Zm00001eb321380, Zm00001eb208770	GRMZM5G808290
OG0009144	Zm00001eb208960	GRMZM2G324162, GRMZM6G910222
OG0009145	Zm00001eb209280	GRMZM2G146024, GRMZM2G006234
OG0009146	Zm00001eb229990	GRMZM2G134729, GRMZM5G806358
OG0009147	Zm00001eb434050	GRMZM2G074718, GRMZM2G380015
OG0009148	Zm00001eb209890	GRMZM2G030216, GRMZM2G093173
OG0009149	Zm00001eb210000, Zm00001eb420080	GRMZM2G131087
OG0009150	Zm00001eb404730	GRMZM2G105192, GRMZM2G137443
OG0009151	Zm00001eb210500, Zm00001eb064890	GRMZM2G019695
OG0009152	Zm00001eb210320, Zm00001eb210520	GRMZM2G084164
OG0009153	Zm00001eb210580	GRMZM2G083529, GRMZM2G176987
OG0009154	Zm00001eb213480, Zm00001eb210610	GRMZM2G083081
OG0009155	Zm00001eb210750	GRMZM2G013200, GRMZM2G013630
OG0009156	Zm00001eb210760, Zm00001eb132980	GRMZM2G313656
OG0009157	Zm00001eb210780	GRMZM2G146158, GRMZM2G313481
OG0009158	Zm00001eb210820	GRMZM2G118586, GRMZM2G112015
OG0009159	Zm00001eb210840, Zm00001eb064410	GRMZM2G021313
OG0009160	Zm00001eb210970	GRMZM2G138752, GRMZM2G121967
OG0009161	Zm00001eb385790	GRMZM2G010861, GRMZM2G114672
OG0009162	Zm00001eb211300, Zm00001eb211290	GRMZM2G354956
OG0009163	Zm00001eb211400, Zm00001eb063300	GRMZM2G415491
OG0009164	Zm00001eb211520, Zm00001eb062870	GRMZM2G085301
OG0009165	Zm00001eb211960	GRMZM2G410865, GRMZM2G110881
OG0009166	Zm00001eb303770	GRMZM2G465112, GRMZM2G173967
OG0009167	Zm00001eb212120	GRMZM2G018553, GRMZM2G336533
OG0009168	Zm00001eb212180	GRMZM2G464846, GRMZM2G096165
