Orthogroup	nam	ncbi
OG0006071	Zm00001eb084690	LOC100192493, LOC100281264
OG0006072	Zm00001eb084720, Zm00001eb114940	LOC100285811
OG0006073	Zm00001eb084820, Zm00001eb421430	LOC103646542
OG0006074	Zm00001eb084880, Zm00001eb224870	LOC100286292
OG0006076	Zm00001eb392620, Zm00001eb084970	LOC100382483
OG0006077	Zm00001eb085240, Zm00001eb421800	LOC100285772
OG0006078	Zm00001eb328980, Zm00001eb085290	LOC100216664
OG0006079	Zm00001eb085310	LOC100279387, LOC109944003
OG0006080	Zm00001eb333090, Zm00001eb085390	LOC103634667
OG0006082	Zm00001eb085470, Zm00001eb397640	LOC103648724
OG0006083	Zm00001eb085640, Zm00001eb181000	LOC100276179
OG0006084	Zm00001eb205690, Zm00001eb085700	LOC100272605
OG0006085	Zm00001eb164990, Zm00001eb085760	LOC103646597
OG0006086	Zm00001eb085850	LOC100280214, LOC100193184
OG0006087	Zm00001eb085910, Zm00001eb184280	LOC111591314
OG0006088	Zm00001eb086060, Zm00001eb415310	LOC103641246
OG0006090	Zm00001eb086120	LOC109944209, orf248
OG0006091	Zm00001eb135840, Zm00001eb086480	LOC100191665
OG0006093	Zm00001eb086800	LOC100285241, LOC100280502
OG0006094	Zm00001eb087250, Zm00001eb305790	LOC100383907
OG0006095	Zm00001eb345840, Zm00001eb087260	LOC100279186
OG0006097	Zm00001eb168670, Zm00001eb087390	LOC103652867
OG0006098	Zm00001eb087430	LOC118476333, LOC103646721
OG0006099	Zm00001eb088230, Zm00001eb284240	LOC100272752
OG0006101	Zm00001eb121510, Zm00001eb088450	LOC100502220
OG0006102	Zm00001eb088480	LOC103632223, LOC103648841
OG0006103	Zm00001eb088520, Zm00001eb088570	LOC103646829
OG0006104	Zm00001eb088530, Zm00001eb088580	LOC100384503
OG0006106	Zm00001eb088890, Zm00001eb209330	LOC103654972
OG0006107	Zm00001eb419480, Zm00001eb088940	LOC100194158
OG0006108	Zm00001eb330300, Zm00001eb089100	LOC100381856
OG0006109	Zm00001eb089180, Zm00001eb385270	LOC103638626
OG0006110	Zm00001eb089190	LOC100382250, LOC103646871
OG0006111	Zm00001eb089310, Zm00001eb137810	LOC100383326
OG0006113	Zm00001eb418960, Zm00001eb089650	LOC100276073
OG0006114	Zm00001eb089730, Zm00001eb412300	LOC103635910
OG0006115	Zm00001eb089790	LOC100381830, LOC100282746
OG0006116	Zm00001eb089850, Zm00001eb208880	LOC100282146
OG0006117	Zm00001eb089940	LOC103644949, LOC103643116
OG0006118	Zm00001eb089960	LOC103646908, LOC100285807
OG0006120	Zm00001eb090120, Zm00001eb090110	LOC103646915
OG0006121	Zm00001eb161090, Zm00001eb090130	LOC103651557
OG0006122	Zm00001eb090340, Zm00001eb168820	LOC103646924
OG0006124	Zm00001eb091070	LOC103648924, LOC100192635
OG0006125	Zm00001eb091540	LOC100280640, LOC100285992
OG0006127	Zm00001eb200970, Zm00001eb091630	LOC100382180
OG0006129	Zm00001eb091920, Zm00001eb263060	LOC100281622
OG0006130	Zm00001eb092000	LOC109940742, LOC103648950
OG0006131	Zm00001eb092010, Zm00001eb154910	LOC103652517
OG0006132	Zm00001eb092240	LOC100273836, LOC100274830
OG0006133	Zm00001eb092300	LOC103647058, LOC103640775
OG0006134	Zm00001eb092440	LOC109944642, LOC103647061
OG0006136	Zm00001eb092500	LOC103645207, LOC109944947
OG0006137	Zm00001eb196980, Zm00001eb092710	LOC111591367
OG0006138	Zm00001eb292620, Zm00001eb092790	LOC100191662
OG0006139	Zm00001eb109110, Zm00001eb092910	LOC100274166
OG0006142	Zm00001eb093380, Zm00001eb134920	LOC100191164
OG0006143	Zm00001eb093400, Zm00001eb146240	LOC100382609
OG0006144	Zm00001eb093420	LOC100304119, LOC100275912
OG0006145	Zm00001eb405310, Zm00001eb093500	LOC100286374
OG0006146	Zm00001eb093780, Zm00001eb195570	LOC103647139
OG0006147	Zm00001eb093800, Zm00001eb154250	LOC100502500
OG0006148	Zm00001eb093840	LOC103649007, LOC103627879
OG0006149	Zm00001eb093900, Zm00001eb195470	LOC103647149
OG0006150	Zm00001eb357050, Zm00001eb094060	LOC100276707
OG0006151	Zm00001eb094160	LOC103630881, LOC100501783
OG0006152	Zm00001eb094410	LOC100278853, LOC100275224
OG0006153	Zm00001eb220590, Zm00001eb094490	LOC103626116
OG0006155	Zm00001eb094880	LOC118476126, LOC103647205
OG0006156	Zm00001eb094930, Zm00001eb303930	LOC100278864
OG0006157	Zm00001eb095030	LOC103632138, LOC100275492
OG0006158	Zm00001eb095040, Zm00001eb354500	LOC100284494
OG0006159	Zm00001eb095170, Zm00001eb122450	LOC103649673
OG0006160	Zm00001eb095250	LOC103649047, IPT4
OG0006161	Zm00001eb303030, Zm00001eb095390	LOC100282544
OG0006162	Zm00001eb095680, Zm00001eb194200	LOC100280116
OG0006163	Zm00001eb307540, Zm00001eb095770	LOC100191504
OG0006164	Zm00001eb095880, Zm00001eb224460	LOC100381642
OG0006165	Zm00001eb095930, Zm00001eb336560	LOC100285779
OG0006166	Zm00001eb217940, Zm00001eb095980	LOC103647263
OG0006167	Zm00001eb095990, Zm00001eb096000	LOC103647265
OG0006168	Zm00001eb096110, Zm00001eb390770	LOC103647269
OG0006169	Zm00001eb096290	LOC103647275, LOC100384054
OG0006170	Zm00001eb096450, Zm00001eb230090	LOC103626529
OG0006171	Zm00001eb171770, Zm00001eb096560	LOC100501133
OG0006172	Zm00001eb096580	LOC109942137, LOC100383203
OG0006173	Zm00001eb306260, Zm00001eb096720	LOC103632278
OG0006174	Zm00001eb233890, Zm00001eb096760	LOC103647302
OG0006175	Zm00001eb096820	LOC100281459, LOC100281864
OG0006176	Zm00001eb096860	LOC103647308, LOC100277465
OG0006177	Zm00001eb097570, Zm00001eb309060	LOC100193972
OG0006178	Zm00001eb097610	LOC103632743, LOC118471900
OG0006179	Zm00001eb097950, Zm00001eb309580	LOC103632552
OG0006180	Zm00001eb419920, Zm00001eb098050	LOC109939994
OG0006182	Zm00001eb098520, Zm00001eb310730	LOC100286155
OG0006183	Zm00001eb107850, Zm00001eb098590	LOC103647380
OG0006184	Zm00001eb098700, Zm00001eb311250	LOC103632658
OG0006185	Zm00001eb098720	LOC100277746, LOC109944347
OG0006186	Zm00001eb098770, Zm00001eb380410	LOC100283717
OG0006187	Zm00001eb098840	LOC100191567, LOC103647386
OG0006188	Zm00001eb098850	LOC100193792, LOC103647388
OG0006189	Zm00001eb333600, Zm00001eb099370	LOC100191175
OG0006190	Zm00001eb099490	LOC109940938, LOC103647426
OG0006191	Zm00001eb099770, Zm00001eb335540	LOC103634808
OG0006192	Zm00001eb327240, Zm00001eb099780	LOC100382843
OG0006193	Zm00001eb100230	LOC103647464, LOC100216878
OG0006194	Zm00001eb314220, Zm00001eb100260	LOC542451
OG0006195	Zm00001eb100660, Zm00001eb314580	LOC100383692
OG0006196	Zm00001eb100710, Zm00001eb100700	LOC103647479
OG0006197	Zm00001eb202380, Zm00001eb100730	LOC100274517
OG0006198	Zm00001eb100840, Zm00001eb109460	LOC100274538
OG0006199	Zm00001eb315190, Zm00001eb100960	LOC103647491
OG0006200	Zm00001eb101030, Zm00001eb315310	LOC100285311
OG0006201	Zm00001eb101110, Zm00001eb277290	LOC103631299
OG0006202	Zm00001eb101220	LOC103651780, LOC100193787
OG0006203	Zm00001eb101370, Zm00001eb275580	LOC103629718
OG0006204	Zm00001eb101810, Zm00001eb101800	LOC100275289
OG0006205	Zm00001eb101840	LOC100127541, LOC103647538
OG0006206	Zm00001eb101850	LOC100381917, LOC100191446
OG0006207	Zm00001eb101870	LOC103649182, LOC103629916
OG0006208	Zm00001eb316900, Zm00001eb101990	LOC100286241
OG0006209	Zm00001eb317000, Zm00001eb102060	LOC103647547
OG0006210	Zm00001eb317490, Zm00001eb102280	LOC103632986
OG0006211	Zm00001eb317610, Zm00001eb102310	LOC100193120
OG0006212	Zm00001eb102380	LOC100282453, LOC103627156
OG0006213	Zm00001eb102400	LOC103628822, LOC100286342
OG0006214	Zm00001eb102430, Zm00001eb317740	LOC100382690
OG0006215	Zm00001eb102460	LOC100275214, LOC100276408
OG0006216	Zm00001eb102470	LOC100191304, LOC100192482
OG0006217	Zm00001eb317800, Zm00001eb102490	LOC100277230
OG0006218	Zm00001eb102900	LOC103647592, LOC103649209
OG0006219	Zm00001eb103160	LOC109941184, LOC100282587
OG0006220	Zm00001eb319130, Zm00001eb103250	LOC100277053
OG0006222	Zm00001eb103340	LOC100286363, LOC103633078
OG0006223	Zm00001eb103400	LOC103647612, LOC103633085
OG0006224	Zm00001eb210660, Zm00001eb103500	LOC100273269
OG0006225	Zm00001eb103820	LOC100277397, LOC100278821
OG0006226	Zm00001eb103830, Zm00001eb331890	LOC542084
OG0006227	Zm00001eb103880, Zm00001eb181930	LOC100272377
OG0006228	Zm00001eb103890	LOC103628570, LOC109944067
OG0006229	Zm00001eb319860, Zm00001eb104010	LOC103633102
OG0006231	Zm00001eb104270	LOC100283922, LOC100285334
OG0006232	Zm00001eb320780, Zm00001eb104420	LOC100382929
OG0006233	Zm00001eb169270, Zm00001eb104560	LOC100283937
OG0006234	Zm00001eb104630, Zm00001eb190800	LOC103647650
OG0006235	Zm00001eb111030, Zm00001eb104640	LOC103647652
OG0006236	Zm00001eb104670, Zm00001eb320370	LOC100381414
OG0006237	Zm00001eb104700, Zm00001eb320310	LOC100277821
OG0006238	Zm00001eb321620, Zm00001eb105160	LOC100281476
OG0006239	Zm00001eb105200, Zm00001eb321670	LOC100273459
OG0006240	Zm00001eb321690, Zm00001eb105230	LOC100382858
OG0006241	Zm00001eb105320	LOC118476418, LOC109943692
OG0006242	Zm00001eb105350, Zm00001eb150800	LOC112552145
OG0006243	Zm00001eb321950, Zm00001eb105490	LOC100193732
OG0006244	Zm00001eb322280, Zm00001eb105640	sbp29
OG0006245	Zm00001eb322370, Zm00001eb105740	LOC100279414
OG0006246	Zm00001eb322910, Zm00001eb106140	LOC103633240
OG0006247	Zm00001eb106160, Zm00001eb322950	LOC100281048
OG0006248	Zm00001eb106310	LOC100274575, LOC100273195
OG0006249	Zm00001eb106340, Zm00001eb336330	LOC103647728
OG0006250	Zm00001eb106450	LOC100273666, LOC100274138
OG0006251	Zm00001eb106500, Zm00001eb323520	LOC100273768
OG0006252	Zm00001eb106580, Zm00001eb197770	LOC100273003
OG0006253	Zm00001eb323700, Zm00001eb106650	LOC100284683
OG0006254	Zm00001eb106770, Zm00001eb334350	LOC100279203
OG0006255	Zm00001eb106850, Zm00001eb324220	LOC100281265
OG0006256	Zm00001eb106900	LOC100193249, LOC100304028
OG0006257	Zm00001eb324490, Zm00001eb107050	LOC100275238
OG0006258	Zm00001eb107080	LOC103647754, LOC103645843
OG0006259	Zm00001eb107280, Zm00001eb313770	LOC100194019
OG0006260	Zm00001eb107420, Zm00001eb166390	LOC100217102
OG0006261	Zm00001eb107480	LOC100277357, LOC100275035
OG0006262	Zm00001eb325270, Zm00001eb107510	LOC103633334
OG0006263	Zm00001eb107640, Zm00001eb325500	LOC100193601
OG0006264	Zm00001eb325710, Zm00001eb107890	LOC100283873
OG0006265	Zm00001eb107990, Zm00001eb325840	LOC100216813
OG0006266	Zm00001eb108120, Zm00001eb216780	LOC100285172
OG0006268	Zm00001eb108280	LOC100281910, LOC103647801
OG0006269	Zm00001eb108510	LOC100383538, LOC103634380
OG0006270	Zm00001eb108530, Zm00001eb108560	LOC100273994
OG0006271	Zm00001eb108550	LOC100191741, LOC103647816
OG0006272	Zm00001eb417800, Zm00001eb108600	LOC100193079
OG0006273	Zm00001eb196780, Zm00001eb108960	LOC100274236
OG0006274	Zm00001eb109130, Zm00001eb327420	LOC103633419
OG0006275	Zm00001eb110940, Zm00001eb109230	LOC103640016
OG0006276	Zm00001eb109330, Zm00001eb327500	LOC100283431
OG0006277	Zm00001eb109400, Zm00001eb327570	LOC103636054
OG0006278	Zm00001eb109430, Zm00001eb413220	LOC103641118
OG0006279	Zm00001eb266680, Zm00001eb109490	LOC100274978
OG0006280	Zm00001eb177290, Zm00001eb109530	LOC100191981
OG0006281	Zm00001eb109690	LOC100284208, LOC103633439
OG0006282	Zm00001eb423940, Zm00001eb109720	LOC115208752
OG0006283	Zm00001eb109810, Zm00001eb328110	LOC100272539
OG0006284	Zm00001eb109900, Zm00001eb328890	LOC100193408
OG0006285	Zm00001eb110060, Zm00001eb328510	LOC111589730
OG0006286	Zm00001eb110140	LOC103649318, LOC100278200
OG0006287	Zm00001eb113250, Zm00001eb110210	LOC103649379
OG0006288	Zm00001eb110260, Zm00001eb329010	LOC100284298
OG0006289	Zm00001eb110330, Zm00001eb329070	LOC100384760
OG0006291	Zm00001eb231970, Zm00001eb110400	LOC100283550
OG0006292	Zm00001eb110420	LOC100277531, LOC100276273
OG0006293	Zm00001eb110440	LOC103636041, LOC103649327
OG0006294	Zm00001eb110450, Zm00001eb329360	LOC103647898
OG0006296	Zm00001eb110680, Zm00001eb329620	LOC100284634
OG0006297	Zm00001eb110710	LOC100191945, LOC100277315
OG0006298	Zm00001eb160750, Zm00001eb110890	LOC103647916
OG0006299	Zm00001eb110960, Zm00001eb330070	LOC103647917
OG0006300	Zm00001eb111420	LOC100384441, LOC541674
OG0006301	Zm00001eb111460, Zm00001eb302130	LOC103654572
OG0006302	Zm00001eb257350, Zm00001eb111480	LOC103626079
OG0006303	Zm00001eb111720, Zm00001eb121100	LOC100193477
OG0006304	Zm00001eb111730, Zm00001eb331160	LOC100280522
OG0006305	Zm00001eb331210, Zm00001eb111750	LOC100277218
OG0006306	Zm00001eb112250	LOC103655100, LOC103647973
OG0006307	Zm00001eb112450, Zm00001eb301780	LOC100283186
OG0006308	Zm00001eb112460	LOC103655109, LOC100278320
OG0006309	Zm00001eb169070, Zm00001eb112540	LOC100501389
OG0006310	Zm00001eb202050, Zm00001eb112640	LOC100275804
OG0006311	Zm00001eb112770, Zm00001eb136790	LOC103650543
OG0006312	Zm00001eb112970	LOC100275893, LOC100275307
OG0006313	Zm00001eb112980, Zm00001eb282880	LOC100502499
OG0006314	Zm00001eb112990	LOC100284864, LOC100285793
OG0006315	Zm00001eb113060, Zm00001eb170190	LOC100383322
OG0006316	Zm00001eb113210, Zm00001eb338460	LOC100277379
OG0006317	Zm00001eb113730	LOC103633374, LOC101027218
OG0006318	Zm00001eb113770, Zm00001eb113760	LOC100274646
OG0006319	Zm00001eb113830	LOC542477, LOC103648053
OG0006320	Zm00001eb113970, Zm00001eb162610	LOC103648066
OG0006321	Zm00001eb391260, Zm00001eb114130	LOC100191617
OG0006322	Zm00001eb241200, Zm00001eb114140	LOC100274200
OG0006323	Zm00001eb165210, Zm00001eb114220	LOC103652709
OG0006324	Zm00001eb296960, Zm00001eb114260	LOC103648089
OG0006325	Zm00001eb212850, Zm00001eb114300	LOC111589280
OG0006326	Zm00001eb166100, Zm00001eb114340	LOC100501262
OG0006327	Zm00001eb400250, Zm00001eb114350	LOC100276472
OG0006328	Zm00001eb114560	LOC100274884, LOC100275833
OG0006329	Zm00001eb182100, Zm00001eb114990	LOC100383230
OG0006330	Zm00001eb115330, Zm00001eb385010	LOC103649447
OG0006331	Zm00001eb237950, Zm00001eb115410	LOC103628501
OG0006332	Zm00001eb115490	LOC118476443, LOC100273590
OG0006333	Zm00001eb173660, Zm00001eb115620	LOC100276696
OG0006334	Zm00001eb115770, Zm00001eb299830	LOC113465274
OG0006335	Zm00001eb115840	LOC103648197, LOC103648195
OG0006336	Zm00001eb165360, Zm00001eb115900	LOC103648198
OG0006337	Zm00001eb116210	LOC103641143, LOC103650300
OG0006338	Zm00001eb281820, Zm00001eb116560	LOC103648232
OG0006339	Zm00001eb116700, Zm00001eb229600	LOC100501758
OG0006340	Zm00001eb276800, Zm00001eb116780	LOC103648246
OG0006341	Zm00001eb301330, Zm00001eb116940	LOC100278243
OG0006342	Zm00001eb301270, Zm00001eb116960	LOC100285817
OG0006343	Zm00001eb116970, Zm00001eb298210	LOC109940806
OG0006344	Zm00001eb117030, Zm00001eb301060	LOC103631993
OG0006345	Zm00001eb117040	LOC100276567, LOC100275864
OG0006346	Zm00001eb117090	LOC100273746, LOC100194048
OG0006347	Zm00001eb300820, Zm00001eb117160	LOC103649486
OG0006348	Zm00001eb117240	LOC100274216, LOC107522038
OG0006349	Zm00001eb117460	LOC103641973, LOC100282974
OG0006350	Zm00001eb117700, Zm00001eb117720	LOC103648314
OG0006351	Zm00001eb211750, Zm00001eb117760	LOC100286206
OG0006352	Zm00001eb372800, Zm00001eb117920	LOC103648302
OG0006353	Zm00001eb118010	LOC109941404, LOC100283628
OG0006354	Zm00001eb298970, Zm00001eb118020	LOC100272789
OG0006355	Zm00001eb118200	LOC103648286, LOC100383696
OG0006356	Zm00001eb298350, Zm00001eb118250	LOC100272732
OG0006357	Zm00001eb118270	LOC100273230, LOC100283206
OG0006358	Zm00001eb118290, Zm00001eb238100	LOC103648282
OG0006359	Zm00001eb150790, Zm00001eb118320	LOC100501828
OG0006360	Zm00001eb185140, Zm00001eb118520	LOC103649512
OG0006361	Zm00001eb406860, Zm00001eb118590	LOC100279404
OG0006362	Zm00001eb118690	LOC103643216, LOC109944910
OG0006363	Zm00001eb339480, Zm00001eb118880	LOC100194306
OG0006364	Zm00001eb118920, Zm00001eb339460	LOC100280528
OG0006365	Zm00001eb119140, Zm00001eb245210	LOC100285082
OG0006366	Zm00001eb119150, Zm00001eb339310	LOC100502472
OG0006367	Zm00001eb119390	LOC103649549, LOC103636843
OG0006368	Zm00001eb119510	LOC103638613, LOC100278712
OG0006369	Zm00001eb119580, Zm00001eb119850	LOC103649557
OG0006370	Zm00001eb119660	LOC109939282, LOC100272417
OG0006371	Zm00001eb119770, Zm00001eb338780	LOC100276559
OG0006372	Zm00001eb119800, Zm00001eb350670	LOC103649565
OG0006373	Zm00001eb119860, Zm00001eb350680	LOC100382211
OG0006374	Zm00001eb120010, Zm00001eb152350	LOC100284941
OG0006375	Zm00001eb120280, Zm00001eb124270	LOC100500950
OG0006376	Zm00001eb120380, Zm00001eb423650	LOC118476621
OG0006377	Zm00001eb120420, Zm00001eb337940	LOC103634940
OG0006378	Zm00001eb337950, Zm00001eb120430	LOC111589984
OG0006379	Zm00001eb120470, Zm00001eb284820	LOC103649607
OG0006380	Zm00001eb353490, Zm00001eb120580	LOC111589983
OG0006381	Zm00001eb429790, Zm00001eb120590	LOC109943013
OG0006382	Zm00001eb120680, Zm00001eb153120	LOC100280687
OG0006383	Zm00001eb120710, Zm00001eb338060	LOC100037764
OG0006384	Zm00001eb120940, Zm00001eb354320	LOC100280271
OG0006385	Zm00001eb230170, Zm00001eb121090	LOC100191747
OG0006386	Zm00001eb121560, Zm00001eb337260	LOC109941653
OG0006387	Zm00001eb121580	LOC103647762, LOC100193711
OG0006388	Zm00001eb121610, Zm00001eb241340	LOC103649651
OG0006389	Zm00001eb121650	LOC100283536, LOC100286046
OG0006390	Zm00001eb121720	LOC118476629, LOC118476628
OG0006391	Zm00001eb121890	LOC100277349, LOC113219473
OG0006392	Zm00001eb337590, Zm00001eb122140	LOC103649664
OG0006393	Zm00001eb122300	LOC103649670, LOC100382417
OG0006394	Zm00001eb122410	LOC100272577, LOC100193444
OG0006395	Zm00001eb336740, Zm00001eb122880	LOC100381784
OG0006396	Zm00001eb123110	LOC103643229, LOC103649704
OG0006397	Zm00001eb336490, Zm00001eb123140	LOC100285935
OG0006398	Zm00001eb123270	LOC103628309, LOC100279308
OG0006399	Zm00001eb235720, Zm00001eb123300	LOC118476346
OG0006400	Zm00001eb123420, Zm00001eb431530	LOC103651769
OG0006401	Zm00001eb123560	LOC103649726, LOC103639221
OG0006402	Zm00001eb123610, Zm00001eb123590	LOC100278092
OG0006403	Zm00001eb123920, Zm00001eb223470	LOC103645547
OG0006404	Zm00001eb124080, Zm00001eb336020	LOC103634833
OG0006405	Zm00001eb124110, Zm00001eb410170	LOC100283791
OG0006406	Zm00001eb124210	LOC100285709, LOC114133148
OG0006407	Zm00001eb326280, Zm00001eb124240	LOC109944958
OG0006408	Zm00001eb124550, Zm00001eb335790	LOC100283099
OG0006409	Zm00001eb345780, Zm00001eb124590	LOC100284959
OG0006411	Zm00001eb335550, Zm00001eb124860	LOC103651811
OG0006412	Zm00001eb124880, Zm00001eb124910	LOC103649803
OG0006413	Zm00001eb124960, Zm00001eb124950	LOC100286044
OG0006414	Zm00001eb125050	LOC100284548, LOC103649813
OG0006415	Zm00001eb125190	LOC103634802, LOC103649827
OG0006416	Zm00001eb125250, Zm00001eb335300	LOC541812
OG0006417	Zm00001eb125320, Zm00001eb421650	LOC100273002
OG0006418	Zm00001eb125360, Zm00001eb273940	LOC100501905
OG0006420	Zm00001eb125630	LOC100275791, LOC118475746
OG0006421	Zm00001eb125820	LOC100277188, LOC109941485
OG0006422	Zm00001eb126260	LOC100276643, LOC100384424
OG0006423	Zm00001eb126290	LOC109941993, LOC103649893
OG0006424	Zm00001eb288570, Zm00001eb126330	LOC100284453
OG0006425	Zm00001eb334410, Zm00001eb126370	LOC100216763
OG0006426	Zm00001eb126460, Zm00001eb236660	LOC103651849
OG0006427	Zm00001eb126580	LOC103651850, LOC103627252
OG0006428	Zm00001eb126610	LOC103649908, LOC100272488
OG0006429	Zm00001eb127390	LOC103649946, LOC103651870
OG0006430	Zm00001eb127500, Zm00001eb371270	LOC109941975
OG0006431	Zm00001eb333690, Zm00001eb127570	LOC103634700
OG0006432	Zm00001eb333540, Zm00001eb127760	LOC100194301
OG0006433	Zm00001eb128430, Zm00001eb131210	LOC103651896
OG0006434	Zm00001eb128530	LOC100192735, LOC100283079
OG0006435	Zm00001eb128640, Zm00001eb333010	LOC732753
OG0006436	Zm00001eb138640, Zm00001eb128770	LOC100285488
OG0006437	Zm00001eb137620, Zm00001eb128800	LOC100273672
OG0006438	Zm00001eb128940	LOC103634601, LOC103650024
OG0006439	Zm00001eb353800, Zm00001eb129450	LOC100277828
OG0006440	Zm00001eb302820, Zm00001eb129460	LOC109940837
OG0006441	Zm00001eb132340, Zm00001eb129500	LOC118476655
OG0006442	Zm00001eb332380, Zm00001eb129560	LOC542554
OG0006443	Zm00001eb129600, Zm00001eb332330	LOC100278048
OG0006445	Zm00001eb129740, Zm00001eb129770	LOC108961162
OG0006446	Zm00001eb130060	LOC100279087, LOC103650090
OG0006447	Zm00001eb345470, Zm00001eb130380	LOC103635440
OG0006448	Zm00001eb130440	LOC100191790, LOC111589579
OG0006449	Zm00001eb130670	LOC109943988, LOC100384438
OG0006450	Zm00001eb130680	LOC109944984, LOC100383947
OG0006451	Zm00001eb130910, Zm00001eb223780	LOC109939669
OG0006453	Zm00001eb258080, Zm00001eb130990	LOC103644815
OG0006454	Zm00001eb131140	LOC100217075, LOC100285863
OG0006455	Zm00001eb131420	LOC100273183, LOC100273991
OG0006456	Zm00001eb340730, Zm00001eb131460	LOC103635116
OG0006457	Zm00001eb161110, Zm00001eb131570	LOC100383340
OG0006458	Zm00001eb190510, Zm00001eb131640	LOC100280268
OG0006459	Zm00001eb132140	LOC103650224, LOC100279828
OG0006460	Zm00001eb132960	LOC100276166, LOC100278828
OG0006461	Zm00001eb133070, Zm00001eb408880	LOC100384299
OG0006462	Zm00001eb133240, Zm00001eb294140	LOC100191976
OG0006463	Zm00001eb133330	LOC100194228, LOC109939632
OG0006464	Zm00001eb180040, Zm00001eb133460	LOC103650151
OG0006465	Zm00001eb133730, Zm00001eb379720	LOC109942267
OG0006466	Zm00001eb133980, Zm00001eb205110	LOC100279319
OG0006467	Zm00001eb134120	LOC111589236, LOC100286370
OG0006468	Zm00001eb134140	LOC100384266, LOC103650305
OG0006469	Zm00001eb218130, Zm00001eb134460	LOC100280550
OG0006470	Zm00001eb134680, Zm00001eb391220	LOC100277210
OG0006472	Zm00001eb304060, Zm00001eb134840	LOC100272862
OG0006473	Zm00001eb134870	LOC100276115, LOC100279086
OG0006474	Zm00001eb134900, Zm00001eb339770	LOC103653859
OG0006475	Zm00001eb134950, Zm00001eb134940	LOC103650254
OG0006476	Zm00001eb309120, Zm00001eb135050	LOC100285146
OG0006477	Zm00001eb294350, Zm00001eb135170	LOC100279454
OG0006478	Zm00001eb135200	LOC103650455, LOC100277405
OG0006479	Zm00001eb135430, Zm00001eb308570	LOC100192803
OG0006480	Zm00001eb135520	LOC103650465, LOC103640569
OG0006481	Zm00001eb135560	LOC103628489, LOC103644496
OG0006482	Zm00001eb202920, Zm00001eb135660	LOC103655932
OG0006483	Zm00001eb135930, Zm00001eb426490	LOC100216762
OG0006484	Zm00001eb136030, Zm00001eb136020	LOC109944831
OG0006485	Zm00001eb264770, Zm00001eb136250	LOC100277421
OG0006486	Zm00001eb136360	LOC100276908, LOC100286256
OG0006489	Zm00001eb226980, Zm00001eb137070	LOC103628220
OG0006490	Zm00001eb328050, Zm00001eb137300	LOC100280438
OG0006491	Zm00001eb137470	met2, met5
OG0006492	Zm00001eb137490, Zm00001eb201620	LOC542003
OG0006493	Zm00001eb137530, Zm00001eb137570	LOC100272619
OG0006494	Zm00001eb165690, Zm00001eb137580	LOC100280769
OG0006495	Zm00001eb137610, Zm00001eb413450	LOC100272364
OG0006497	Zm00001eb410530, Zm00001eb137700	LOC103157009
OG0006498	Zm00001eb409270, Zm00001eb138100	LOC100502471
OG0006499	Zm00001eb138540, Zm00001eb347150	LOC103635555
OG0006500	Zm00001eb138720	LOC100280776, LOC103650630
OG0006501	Zm00001eb264190, Zm00001eb138730	LOC100281065
OG0006502	Zm00001eb138790, Zm00001eb245710	LOC100304364
OG0006503	Zm00001eb138920	LOC100279722, LOC100125635
OG0006504	Zm00001eb138950	LOC103640845, LOC100278865
OG0006505	Zm00001eb235630, Zm00001eb139090	LOC103626807
OG0006507	Zm00001eb139160, Zm00001eb407830	LOC100304247
OG0006508	Zm00001eb202270, Zm00001eb139470	LOC103654627
OG0006509	Zm00001eb139550, Zm00001eb407140	LOC100275973
OG0006510	Zm00001eb340740, Zm00001eb139600	LOC103650675
OG0006511	Zm00001eb362160, Zm00001eb139750	LOC103650684
OG0006512	Zm00001eb139880	LOC103650107, LOC100282272
OG0006513	Zm00001eb362350, Zm00001eb140070	LOC100282432
OG0006514	Zm00001eb140110, Zm00001eb320350	LOC100278719
OG0006515	Zm00001eb140430	LOC100273204, LOC100280078
OG0006517	Zm00001eb140840	LOC100277757, LOC109939217
OG0006518	Zm00001eb362850, Zm00001eb140880	LOC103636282
OG0006519	Zm00001eb213390, Zm00001eb140910	LOC103650734
OG0006520	Zm00001eb140940	LOC732794, LOC100274407
OG0006521	Zm00001eb141030, Zm00001eb141040	LOC103650740
OG0006522	Zm00001eb141430, Zm00001eb141470	LOC103650760
OG0006523	Zm00001eb141880, Zm00001eb287650	LOC100274178
OG0006524	Zm00001eb142030	LOC109941577, LOC103650792
OG0006525	Zm00001eb142160, Zm00001eb142150	LOC100192086
OG0006526	Zm00001eb285340, Zm00001eb142200	LOC107403161
OG0006527	Zm00001eb142270, Zm00001eb142290	LOC100126948
OG0006528	Zm00001eb363550, Zm00001eb142330	LOC103652312
OG0006529	Zm00001eb363800, Zm00001eb142530	LOC103650815
OG0006530	Zm00001eb292750, Zm00001eb142680	LOC100272740
OG0006531	Zm00001eb142720	LOC100384778, LOC107275237
OG0006532	Zm00001eb142830, Zm00001eb364010	LOC100384037
OG0006533	Zm00001eb364260, Zm00001eb143030	LOC100283525
OG0006534	Zm00001eb364280, Zm00001eb143050	LOC541641
OG0006535	Zm00001eb143110	LOC103650833, sbp18
OG0006536	Zm00001eb364430, Zm00001eb143220	LOC103650845
OG0006537	Zm00001eb364570, Zm00001eb143290	LOC100191828
OG0006539	Zm00001eb143540	LOC103650854, LOC103636366
